,date,real_index,fin_index,decoupling
75,2010-03-01,1.295085186901333,0.8109807556384157,-0.48410443126291725
76,2010-04-01,0.6971877847124066,0.6096774868353513,-0.08751029787705533
77,2010-05-01,0.9041345837702144,0.2877815070792421,-0.6163530766909723
78,2010-06-01,0.420333938919344,0.27159439337933,-0.148739545540014
79,2010-07-01,0.6652740534700364,0.1442956763950846,-0.5209783770749519
80,2010-08-01,0.791561979820781,0.123399376883126,-0.6681626029376551
81,2010-09-01,-0.0550800695781482,0.1278006194383188,0.182880689016467
82,2010-11-01,0.5406301468579439,0.2122441309379875,-0.32838601591995636
83,2010-12-01,0.2391231967408354,0.2566413790903635,0.017518182349528094
84,2011-01-01,1.3567080159900786,0.3534484117929856,-1.0032596041970931
85,2011-01-01,0.985379027515975,0.3534484117929856,-0.6319306157229894
86,2011-02-01,-0.2570810515467479,0.2837398419829814,0.5408208935297293
87,2011-03-01,0.1380387802656034,0.3100843194409236,0.17204553917532017
88,2011-04-01,0.3729781948942089,0.3345726911843653,-0.038405503709843636
89,2011-05-01,0.4765830698493356,0.5975201781196503,0.12093710827031467
90,2011-06-01,0.4342290682852109,0.6305735458995285,0.19634447761431761
91,2011-07-01,0.1907302489307586,0.5579367056773746,0.367206456746616
92,2011-08-01,0.4679722725881439,0.4274460460122797,-0.04052622657586419
93,2011-09-01,0.4057024471861228,-0.2104000016714156,-0.6161024488575384
94,2011-11-01,-0.1123314820365631,-0.0563557453642363,0.0559757366723268
95,2011-12-01,-0.2143693820576182,-0.3111685704719055,-0.09679918841428728
96,2012-01-01,-0.5234127428650123,-0.1550061580529541,0.3684065848120582
97,2012-01-01,-0.5568909635889695,-0.1550061580529541,0.4018848055360154
98,2012-02-01,0.6282468562233444,0.0164712407060117,-0.6117756155173327
99,2012-03-01,-0.4367488434382098,-0.1965248895842904,0.2402239538539194
100,2012-04-01,-0.2092355952461811,-0.3082255922411343,-0.09898999699495323
101,2012-05-01,-0.0794037544193771,-0.4193853811553318,-0.3399816267359547
102,2012-06-01,-0.4468104784426575,-0.3020810508732338,0.1447294275694237
103,2012-07-01,0.0064927421556003,-0.3136392529663983,-0.3201319951219986
104,2012-08-01,-0.6031571592008292,-0.1210469720054879,0.4821101871953413
105,2012-09-01,-0.2070929937993046,0.3915438816734544,0.598636875472759
106,2012-11-01,-0.016733780393201,0.2765674640778503,0.2933012444710513
107,2012-12-01,-0.1075674911200768,0.4545554060904808,0.5621228972105576
108,2013-01-01,-0.3777701103623282,0.201457826529956,0.5792279368922842
109,2013-01-01,-0.1248274168822862,0.201457826529956,0.3262852434122422
110,2013-02-01,-0.4358877575356677,0.2234196009698027,0.6593073585054704
111,2013-03-01,-0.3652616804215345,0.1841652796489848,0.5494269600705193
112,2013-04-01,-0.1326468340546499,0.1964365672562647,0.3290834013109146
113,2013-05-01,-0.4683758494973169,0.3500754651753019,0.8184513146726189
114,2013-06-01,-0.39064370472008,0.131668509552085,0.522312214272165
115,2013-07-01,-0.3039037857085325,0.1258340441589712,0.4297378298675037
116,2013-08-01,-0.0921861168999346,0.1954421778099574,0.287628294709892
117,2013-09-01,-0.5817551178429489,0.227136258511925,0.8088913763548738
118,2013-11-01,-0.3852758423615492,0.2351872359283672,0.6204630782899164
119,2013-12-01,-0.438721399124456,0.1549427359546142,0.5936641350790702
120,2014-01-01,0.0332055472785415,0.1114397620690599,0.0782342147905184
121,2014-01-01,-0.2461360619505607,0.1114397620690599,0.3575758240196206
122,2014-02-01,-0.4958426529693101,0.1274744302004137,0.6233170831697239
123,2014-03-01,-0.0799235402490529,0.2191549603215762,0.2990785005706291
124,2014-04-01,-0.4175819682738532,0.2931750314910354,0.7107569997648886
125,2014-05-01,-0.4837217203622319,0.4055366297452981,0.88925835010753
126,2014-06-01,-0.1892449243830684,0.5488327252869644,0.7380776496700328
127,2014-07-01,-0.1700663480491529,0.4689998407110962,0.6390661887602491
128,2014-08-01,-0.2162874850964888,0.4712794890886448,0.6875669741851336
129,2014-09-01,-0.3432985269760111,0.1897297030675446,0.5330282300435557
130,2014-11-01,-0.3894519211379796,-0.0419655325365287,0.3474863886014509
131,2014-12-01,-0.0271915600989826,-0.0280385276258263,-0.0008469675268437012
132,2015-01-01,-0.76576897431733,0.0966791191831592,0.8624480935004892
133,2015-01-01,-0.1792120103734086,0.0966791191831592,0.2758911295565678
134,2015-02-01,0.0270063217559146,0.0743864438048381,0.047380122048923494
135,2015-03-01,-0.2507956657566201,0.0845270317247675,0.3353226974813876
136,2015-04-01,0.1870635949009995,0.1482360178262562,-0.0388275770747433
137,2015-05-01,-0.0952033012392446,-0.0070395175734156,0.088163783665829
138,2015-06-01,-0.4215726188012743,-0.0778084692250523,0.343764149576222
