통계표,계정항목,단위,변환,1987/01,1987/02,1987/03,1987/04,1987/05,1987/06,1987/07,1987/08,1987/09,1987/10,1987/11,1987/12,1988/01,1988/02,1988/03,1988/04,1988/05,1988/06,1988/07,1988/08,1988/09,1988/10,1988/11,1988/12,1989/01,1989/02,1989/03,1989/04,1989/05,1989/06,1989/07,1989/08,1989/09,1989/10,1989/11,1989/12,1990/01,1990/02,1990/03,1990/04,1990/05,1990/06,1990/07,1990/08,1990/09,1990/10,1990/11,1990/12,1991/01,1991/02,1991/03,1991/04,1991/05,1991/06,1991/07,1991/08,1991/09,1991/10,1991/11,1991/12,1992/01,1992/02,1992/03,1992/04,1992/05,1992/06,1992/07,1992/08,1992/09,1992/10,1992/11,1992/12,1993/01,1993/02,1993/03,1993/04,1993/05,1993/06,1993/07,1993/08,1993/09,1993/10,1993/11,1993/12,1994/01,1994/02,1994/03,1994/04,1994/05,1994/06,1994/07,1994/08,1994/09,1994/10,1994/11,1994/12,1995/01,1995/02,1995/03,1995/04,1995/05,1995/06,1995/07,1995/08,1995/09,1995/10,1995/11,1995/12,1996/01,1996/02,1996/03,1996/04,1996/05,1996/06,1996/07,1996/08,1996/09,1996/10,1996/11,1996/12,1997/01,1997/02,1997/03,1997/04,1997/05,1997/06,1997/07,1997/08,1997/09,1997/10,1997/11,1997/12,1998/01,1998/02,1998/03,1998/04,1998/05,1998/06,1998/07,1998/08,1998/09,1998/10,1998/11,1998/12,1999/01,1999/02,1999/03,1999/04,1999/05,1999/06,1999/07,1999/08,1999/09,1999/10,1999/11,1999/12,2000/01,2000/02,2000/03,2000/04,2000/05,2000/06,2000/07,2000/08,2000/09,2000/10,2000/11,2000/12,2001/01,2001/02,2001/03,2001/04,2001/05,2001/06,2001/07,2001/08,2001/09,2001/10,2001/11,2001/12,2002/01,2002/02,2002/03,2002/04,2002/05,2002/06,2002/07,2002/08,2002/09,2002/10,2002/11,2002/12,2003/01,2003/02,2003/03,2003/04,2003/05,2003/06,2003/07,2003/08,2003/09,2003/10,2003/11,2003/12,2004/01,2004/02,2004/03,2004/04,2004/05,2004/06,2004/07,2004/08,2004/09,2004/10,2004/11,2004/12,2005/01,2005/02,2005/03,2005/04,2005/05,2005/06,2005/07,2005/08,2005/09,2005/10,2005/11,2005/12,2006/01,2006/02,2006/03,2006/04,2006/05,2006/06,2006/07,2006/08,2006/09,2006/10,2006/11,2006/12,2007/01,2007/02,2007/03,2007/04,2007/05,2007/06,2007/07,2007/08,2007/09,2007/10,2007/11,2007/12,2008/01,2008/02,2008/03,2008/04,2008/05,2008/06,2008/07,2008/08,2008/09,2008/10,2008/11,2008/12,2009/01,2009/02,2009/03,2009/04,2009/05,2009/06,2009/07,2009/08,2009/09,2009/10,2009/11,2009/12,2010/01,2010/02,2010/03,2010/04,2010/05,2010/06,2010/07,2010/08,2010/09,2010/10,2010/11,2010/12,2011/01,2011/02,2011/03,2011/04,2011/05,2011/06,2011/07,2011/08,2011/09,2011/10,2011/11,2011/12,2012/01,2012/02,2012/03,2012/04,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02,2025/03,2025/04,2025/05,2025/06,2025/07,2025/08,2025/09,2025/10,2025/11,2025/12,2026/01
"1.3.2.2. 시장금리(월,분기,년)","국고채(3년)","연%","원자료","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.810","14.580","14.090","13.130","12.820","12.100","11.920","11.630","11.940","12.010","11.920","11.040","11.010","11.510","11.850","12.270","12.190","12.080","12.120","12.190","12.170","12.100","12.320","12.400","12.400","11.720","11.650","11.650","11.650","11.650","12.400","14.960","15.000","15.000","15.090","17.130","16.860","15.040","12.570","11.720","11.840","9.400","8.340","7.230","6.670","7.080","6.810","6.370","6.750","6.880","7.890","8.910","9.330","8.280","8.460","8.850","9.280","8.990","9.060","8.950","8.960","8.660","8.000","7.850","7.960","7.840","7.310","6.790","5.990","5.430","5.840","6.590","6.460","6.040","5.750","5.150","4.890","4.740","5.340","5.930","6.080","5.920","6.300","6.470","6.300","5.930","5.700","5.370","5.370","5.390","5.290","5.280","4.960","4.730","4.780","4.600","4.270","4.070","4.370","4.620","4.250","4.280","4.770","4.870","4.880","4.830","4.580","4.540","4.390","4.280","4.190","3.820","3.590","3.540","3.420","3.280","3.650","4.190","4.040","3.860","3.710","3.790","4.120","4.330","4.520","4.810","5.100","5.060","5.020","4.870","4.930","4.950","4.780","4.890","4.890","4.770","4.690","4.620","4.720","4.820","4.970","4.910","4.790","4.940","5.100","5.240","5.350","5.280","5.390","5.420","5.540","5.890","5.440","5.060","5.150","4.980","5.280","5.700","5.960","5.770","5.810","5.090","4.970","3.970","3.440","3.780","3.690","3.760","3.830","4.090","4.090","4.420","4.400","4.470","4.320","4.240","4.290","4.190","3.940","3.770","3.700","3.750","3.880","3.730","3.480","3.240","3.400","3.250","3.710","3.940","3.740","3.740","3.660","3.650","3.770","3.570","3.450","3.470","3.390","3.360","3.370","3.430","3.550","3.500","3.380","3.290","3.010","2.830","2.810","2.780","2.800","2.850","2.750","2.700","2.600","2.550","2.590","2.870","2.910","2.940","2.900","2.830","2.936","2.941","2.892","2.854","2.874","2.875","2.838","2.746","2.558","2.540","2.405","2.239","2.138","2.143","2.039","2.024","1.865","1.739","1.875","1.773","1.777","1.735","1.651","1.627","1.752","1.719","1.628","1.474","1.498","1.468","1.455","1.334","1.218","1.238","1.312","1.361","1.609","1.692","1.643","1.665","1.709","1.678","1.690","1.673","1.740","1.780","1.785","2.026","2.150","2.100","2.190","2.277","2.271","2.192","2.250","2.175","2.097","2.019","1.953","2.010","1.940","1.825","1.807","1.802","1.789","1.736","1.679","1.496","1.382","1.164","1.287","1.357","1.492","1.390","1.373","1.253","1.091","1.024","0.878","0.850","0.826","0.829","0.908","0.910","0.965","0.970","0.975","0.995","1.133","1.138","1.134","1.302","1.419","1.411","1.515","1.842","1.953","1.800","2.060","2.285","2.369","2.941","3.019","3.477","3.238","3.247","3.903","4.235","3.895","3.630","3.460","3.470","3.461","3.263","3.330","3.548","3.638","3.727","3.842","4.031","3.771","3.350","3.266","3.351","3.310","3.439","3.432","3.262","3.083","2.924","2.868","2.911","2.858","2.590","2.571","2.611","2.590","2.395","2.331","2.441","2.465","2.427","2.464","2.601","2.880","3.010","3.044"
"1.3.2.2. 시장금리(월,분기,년)","회사채(3년, AA-)","연%","원자료","12.650","12.650","12.650","12.650","12.650","12.570","12.570","12.580","12.580","12.580","12.580","12.740","12.750","12.750","12.860","12.950","12.950","15.500","15.470","15.540","15.880","15.700","14.280","13.580","13.350","13.730","13.830","14.460","15.870","16.070","16.290","16.200","15.590","15.800","15.520","15.380","15.400","15.160","15.030","15.460","16.080","16.090","15.910","16.330","17.330","18.210","18.200","18.510","18.500","18.160","18.510","18.790","18.660","19.070","18.870","18.830","19.500","19.580","19.280","18.980","18.330","17.240","17.700","17.600","17.130","17.120","16.300","15.820","15.910","14.020","13.390","14.000","13.300","12.530","11.440","11.300","11.510","12.370","12.880","13.810","14.040","13.370","12.830","12.210","12.020","12.070","12.400","12.430","12.330","12.400","12.580","13.290","13.690","13.770","13.810","14.220","14.860","15.340","14.980","14.670","14.900","14.670","14.170","13.220","12.910","12.160","11.990","11.650","12.010","11.880","11.760","10.970","11.030","11.550","11.910","12.340","12.180","12.090","12.170","12.570","12.150","12.170","12.690","12.500","12.210","11.650","11.860","12.110","12.360","12.530","14.080","24.310","23.360","19.780","18.980","18.100","17.890","16.640","13.690","12.380","12.510","10.010","9.600","8.300","7.890","8.560","8.550","7.560","8.320","8.060","8.580","9.880","10.410","9.120","9.530","9.850","10.250","10.010","10.000","9.970","9.910","9.720","9.130","9.000","9.000","8.720","8.420","8.120","7.760","6.790","7.160","7.910","7.700","7.240","7.000","6.510","6.320","6.310","6.790","7.110","7.070","6.890","7.050","7.200","7.070","6.760","6.590","6.230","6.060","6.010","5.900","5.880","5.480","5.250","5.440","5.390","5.260","5.280","5.650","5.870","5.240","5.180","5.530","5.610","5.670","5.630","5.370","5.290","5.070","4.910","4.770","4.380","4.100","4.010","3.860","3.730","4.110","4.630","4.480","4.280","4.120","4.180","4.520","4.750","4.920","5.200","5.500","5.490","5.500","5.330","5.300","5.240","5.050","5.170","5.180","5.100","5.020","4.930","5.050","5.180","5.320","5.280","5.200","5.340","5.490","5.640","5.750","5.700","5.850","5.980","6.160","6.730","6.640","6.270","6.130","5.910","6.220","6.680","6.990","7.110","7.460","7.950","8.560","8.350","7.340","7.070","6.140","5.680","5.160","5.210","5.460","5.740","5.580","5.600","5.430","5.350","5.400","5.320","5.020","4.690","4.480","4.650","4.810","4.680","4.410","4.130","4.190","4.170","4.520","4.720","4.540","4.540","4.440","4.400","4.480","4.290","4.240","4.290","4.240","4.240","4.240","4.250","4.360","4.250","4.010","3.870","3.600","3.400","3.310","3.300","3.320","3.300","3.200","3.060","2.950","2.910","2.960","3.240","3.380","3.330","3.290","3.250","3.366","3.360","3.319","3.280","3.303","3.303","3.264","3.168","2.970","2.926","2.786","2.595","2.466","2.460","2.356","2.300","2.128","1.988","2.115","2.012","2.001","1.980","1.946","1.962","2.118","2.143","2.091","1.950","1.979","1.940","1.910","1.789","1.650","1.645","1.704","1.781","2.021","2.162","2.104","2.130","2.208","2.195","2.216","2.208","2.278","2.320","2.333","2.574","2.709","2.649","2.722","2.815","2.831","2.794","2.860","2.805","2.750","2.656","2.403","2.452","2.403","2.304","2.263","2.249","2.244","2.207","2.153","2.004","1.885","1.689","1.792","1.861","2.002","1.948","1.955","1.847","1.840","2.145","2.179","2.218","2.219","2.192","2.239","2.239","2.247","2.211","2.143","2.055","2.091","1.983","1.891","1.913","1.888","1.838","1.953","2.302","2.492","2.410","2.632","2.873","3.028","3.631","3.775","4.233","4.126","4.227","4.900","5.436","5.487","5.302","4.704","4.274","4.184","4.072","4.139","4.356","4.437","4.500","4.602","4.827","4.583","4.076","4.013","4.053","3.944","3.974","3.876","3.708","3.542","3.418","3.448","3.486","3.428","3.236","3.229","3.206","3.161","2.980","2.908","2.980","2.957","2.914","2.926","3.028","3.299","3.502","3.545"
