,date,interest,kospi,exchange,fin_index
123,2021-04-01,0.2696136589921322,1.4198502421369392,-0.875401448495576,0.27135415087783177
124,2021-05-01,0.0998493613439919,1.3371395958081351,-1.094817918518935,0.11405701287773067
125,2021-06-01,-0.1818050415722408,1.3037999219778926,-0.6694456325860934,0.15084974927318617
126,2021-07-01,-0.4557428855044672,0.9752082541587662,-0.4641793217310211,0.01842868230775931
127,2021-08-01,-0.5367667548365337,0.8542531591358402,-0.365706656330561,-0.01607341734375149
128,2021-09-01,-0.515546217630516,0.7058221362322731,0.003656550618643,0.06464415640680003
129,2021-10-01,-0.4731051432184813,0.6845797623609698,0.1476070697294949,0.11969389629066114
130,2021-11-01,-0.3207031032843556,0.0575308264005778,0.424741078605213,0.05385626724047841
131,2021-12-01,-0.1837341813182422,-0.1374858299311297,0.6654097754421923,0.11472992139760678
132,2022-01-01,-0.2570414916663028,-0.6513659084024895,0.52152358533968,-0.12896127157637075
133,2022-02-01,-0.2261752557302773,-0.6475190435717673,0.4386424759549247,-0.14501727444903995
134,2022-03-01,-0.0892063337641647,-0.6283501060984271,0.5161699774741761,-0.06712882079613854
135,2022-04-01,-0.0294030016381151,-0.8063401503058788,0.94599942781155,0.036752091955852016
136,2022-05-01,0.0979202215979896,-0.8800958692482022,0.8832155800521564,0.033679977467314624
137,2022-06-01,0.0979202215979896,-1.4741048972165591,1.0112555588710257,-0.12164303891584798
138,2022-07-01,0.352566668070201,-1.198254320514799,0.9543088885505412,0.03620707870198103
139,2022-08-01,0.5300475247023476,-1.165671441247356,1.1548919469745094,0.1730893434765003
140,2022-09-01,0.5628429003843745,-1.499888697092149,1.5928665849999155,0.21860692943071366
141,2022-10-01,0.956387408568698,-1.168435541177537,1.5787788246113967,0.455576897334186
142,2022-11-01,1.7106810492553215,-0.7464592424180592,0.7069780592060407,0.5570666220144344
143,2022-12-01,1.8650122289354485,-1.2651379645828205,0.3851363152736806,0.3283368598754362
144,2023-01-01,1.0393404176467669,-0.5905719436265909,0.0645135720692313,0.17109401536313573
145,2023-02-01,0.1905189294060661,-0.6551133991226099,0.721827613550382,0.08574438127794608
146,2023-03-01,0.0342586099799381,-0.6384650523550827,0.5041022179946879,-0.033368074793485546
147,2023-04-01,0.2001646281360748,-0.5233003255098473,0.3664218401384008,0.01442871425487611
148,2023-05-01,0.2001646281360748,-0.4070922575710054,0.3986383483014634,0.06390357295551093
149,2023-06-01,0.1982354883900725,0.0694308356421313,0.043980100750186,0.10388214159412994
150,2023-07-01,0.1808732306760593,-0.0125916647945455,-0.3173980975714661,-0.04970551056331743
151,2023-08-01,0.1307155972800174,-0.1448870882495808,-0.251463533614875,-0.08854500819481281
152,2023-09-01,0.1056367805819969,0.2078997801603145,-0.7025185320335946,-0.1296606570970944
153,2023-10-01,0.1750858114380543,-0.2861932120580649,-0.6159459906333661,-0.24235113041779224
154,2023-11-01,0.2059520473740798,-0.174438599624193,-0.1602019910598384,-0.0428961811033172
155,2023-12-01,0.0400460292179414,0.3392061414123722,0.08836825294245,0.1558734745242545
156,2024-01-01,0.0805579638839755,-0.1597406686046281,0.5502057526997112,0.1570076826596862
157,2024-02-01,-0.0062533246860959,0.0560718771879029,-0.0658533912591754,-0.005344946252456133
158,2024-03-01,-0.1374348274142043,0.0999307827130048,0.1168204008382066,0.026438785379002374
159,2024-04-01,-0.3284196622683615,-0.0050949691106194,0.1661828799271937,-0.05577725048392907
160,2024-05-01,-0.5039713791545068,-0.182421760352734,0.2575395003965338,-0.14295121303690236
161,2024-06-01,-0.5001130996625033,0.0431059825994812,0.2881753450703951,-0.056277257330875664
162,2024-07-01,-0.4750342829644836,-0.0831213380937369,0.4682008079730038,-0.02998493769507223
163,2024-08-01,-0.4075143918544267,-0.1041055035480947,-0.0682387324780461,-0.1932862092935225
164,2024-09-01,-0.24160837369829,-0.0846369084343201,-0.3795158138461476,-0.2352536986595859
