통계표,계정항목,금융기관 유형코드,단위,변환,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25
7.5.1. 신용카드,  개인 이용건수,합계,천건,원자료,"177,166","164,447","178,956","175,978","180,333","173,074","177,188","166,279","165,557","168,004","153,319","181,528","157,907","151,515","176,695","172,346","179,140","179,643","184,696","188,491","169,970","176,378","185,569","188,545","184,994","170,907","202,525","197,053","215,317","207,768","206,107","232,280","210,324","215,180","219,827","225,195","228,802","212,320","237,939","222,060","257,142","248,014","249,539","267,732","244,972","253,438","247,106","246,238","267,454","225,923","247,900","253,421","278,266","258,247","286,221","287,543","250,827","297,053","278,978","288,555","297,368","269,792","299,538","320,722","321,351","319,617","349,616","327,175","331,480","337,559","311,302","357,940","324,953","312,060","367,339","359,825","364,031","390,999","398,437","394,687","400,771","381,242","390,402","421,880","394,231","372,257","446,522","430,152","449,978","455,342","469,052","491,099","456,405","454,937","484,083","488,257","465,364","419,674","495,685","485,966","530,807","514,732","519,489","566,573","519,400","528,355","522,948","534,344","529,271","504,416","548,038","559,825","607,376","575,190","619,442","615,760","580,947","605,883","584,496","593,725","589,725","526,809","590,684","615,989","649,176","621,711","678,866","670,043","636,531","661,965","629,027","663,204","623,905","580,486","660,395","651,203","693,230","692,039","728,506","714,561","695,749","721,547","682,493","729,188","682,871","620,898","725,383","725,324","768,906","751,649","804,308","817,872","775,697","797,474","777,321","804,823","741,539","695,641","789,751","784,693","852,411","831,879","853,411","883,419","825,128","868,044","845,712","864,486","838,933","775,748","891,970","881,373","968,570","933,659","968,943","983,787","961,897","940,059","936,394","944,615","950,772","832,874","965,511","988,716","1,049,575","1,023,373","1,085,851","1,084,490","1,019,264","1,083,264","1,042,442","1,064,129","1,074,268","965,929","1,090,364","1,121,038","1,186,087","1,136,078","1,211,871","1,208,810","1,140,224","1,212,856","1,168,087","1,209,104","1,145,817","1,017,502","1,040,816","1,043,333","1,139,001","1,147,299","1,153,958","1,152,809","1,096,561","1,129,801","1,127,343","1,067,871","1,021,955","984,769","1,170,257","1,163,225","1,218,286","1,215,925","1,231,257","1,230,648","1,196,198","1,251,571","1,262,803","1,233,824","1,185,329","1,068,085","1,235,327","1,271,725","1,390,201","1,334,610","1,373,501","1,411,083","1,321,027","1,397,117","1,345,037","1,339,386","1,293,863","1,221,100","1,402,286","1,377,723","1,487,473","1,451,611","1,472,894","1,495,984","1,424,730","1,493,616","1,421,958","1,419,272","1,421,405","1,303,452","1,436,394","1,487,268","1,522,895","1,476,731","1,530,272","1,533,186","1,468,918","1,524,351","1,460,576","1,495,768","1,409,527","1,305,821","1,493,083","1,483,199","1,542,111","1,540,332","1,569,421","1,544,236","1,548,946","1,520,040","1,501,242"
