통계표,계정항목,금융기관 유형코드,단위,변환,2003/01,2003/02,2003/03,2003/04,2003/05,2003/06,2003/07,2003/08,2003/09,2003/10,2003/11,2003/12,2004/01,2004/02,2004/03,2004/04,2004/05,2004/06,2004/07,2004/08,2004/09,2004/10,2004/11,2004/12,2005/01,2005/02,2005/03,2005/04,2005/05,2005/06,2005/07,2005/08,2005/09,2005/10,2005/11,2005/12,2006/01,2006/02,2006/03,2006/04,2006/05,2006/06,2006/07,2006/08,2006/09,2006/10,2006/11,2006/12,2007/01,2007/02,2007/03,2007/04,2007/05,2007/06,2007/07,2007/08,2007/09,2007/10,2007/11,2007/12,2008/01,2008/02,2008/03,2008/04,2008/05,2008/06,2008/07,2008/08,2008/09,2008/10,2008/11,2008/12,2009/01,2009/02,2009/03,2009/04,2009/05,2009/06,2009/07,2009/08,2009/09,2009/10,2009/11,2009/12,2010/01,2010/02,2010/03,2010/04,2010/05,2010/06,2010/07,2010/08,2010/09,2010/10,2010/11,2010/12,2011/01,2011/02,2011/03,2011/04,2011/05,2011/06,2011/07,2011/08,2011/09,2011/10,2011/11,2011/12,2012/01,2012/02,2012/03,2012/04,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02,2025/03,2025/04,2025/05,2025/06,2025/07,2025/08,2025/09,2025/10,2025/11
"7.5.1. 신용카드","전체 이용금액","합계","백만원","원자료","50,799,810","48,103,384","48,798,846","43,348,102","41,100,803","38,925,441","37,664,737","35,174,117","35,643,372","35,596,027","31,768,954","34,530,336","29,327,132","27,432,556","31,295,903","29,174,975","29,152,840","29,114,389","29,389,130","29,395,413","27,721,341","28,639,196","30,425,958","31,436,738","28,710,307","26,862,975","30,504,413","28,480,831","30,897,535","30,971,416","29,198,249","30,784,734","29,784,830","30,227,933","31,338,923","32,936,834","30,287,440","27,890,872","31,693,526","28,607,743","31,769,357","31,150,692","30,955,226","31,128,376","31,238,297","31,606,139","31,779,233","32,851,651","33,171,590","29,832,200","32,136,036","33,275,124","34,562,275","31,772,369","34,738,700","33,267,747","31,469,389","36,864,061","34,979,932","37,562,822","37,047,103","34,010,421","39,351,878","37,517,521","38,040,015","37,573,846","40,291,279","36,005,688","39,607,257","39,319,067","36,208,939","41,447,592","35,801,266","34,154,131","41,598,659","37,703,408","37,338,285","39,465,251","39,653,302","37,360,988","40,178,846","38,886,456","40,398,343","43,819,262","37,293,708","35,695,020","44,989,877","39,607,121","40,587,662","40,279,767","41,360,524","41,665,371","41,079,489","41,072,428","44,316,792","45,788,120","44,348,384","39,286,019","45,802,472","43,365,817","47,226,380","45,181,924","44,452,984","46,411,423","46,060,517","45,224,513","45,537,738","47,895,631","45,186,542","43,012,603","46,326,784","46,044,761","48,844,253","46,057,681","47,707,305","45,710,847","48,081,223","47,461,738","47,875,119","49,549,126","46,665,724","42,937,391","47,231,439","47,469,966","49,204,775","46,418,903","50,065,634","47,083,493","47,741,116","48,119,676","47,627,670","50,077,057","47,735,539","43,025,682","48,685,239","47,282,897","48,774,430","47,386,099","50,721,418","48,529,802","48,692,960","49,888,999","48,846,107","52,395,193","48,227,242","44,569,997","50,326,021","51,920,918","51,444,587","49,225,496","53,499,993","50,600,642","52,420,213","54,890,580","51,816,410","55,299,120","53,531,254","49,210,387","54,263,697","56,752,685","58,545,327","54,925,420","58,420,585","55,805,879","56,671,838","60,890,718","56,704,176","60,040,237","59,978,312","54,134,885","59,490,460","59,615,028","59,333,670","56,399,161","59,281,563","57,284,990","60,752,443","57,003,252","58,778,962","60,809,199","60,760,410","54,408,303","60,825,023","61,799,005","63,416,289","59,969,525","63,989,613","61,954,435","61,549,004","64,495,870","62,949,512","64,790,366","64,529,843","56,072,880","63,420,153","64,460,911","68,206,706","62,589,352","66,376,983","64,765,092","63,637,099","67,264,005","66,739,543","69,921,361","67,154,607","59,686,650","58,844,315","60,385,644","65,011,734","64,039,367","66,802,467","64,447,280","66,934,921","66,713,031","66,272,495","65,713,035","64,652,428","61,415,123","69,188,212","70,289,565","72,183,940","70,107,896","71,830,819","69,232,090","71,235,370","73,520,115","74,438,865","75,912,264","75,016,955","65,605,580","75,417,792","78,493,191","84,787,819","79,395,263","82,207,664","81,112,499","82,343,480","83,378,034","80,536,440","84,793,096","80,255,412","75,947,115","84,820,483","83,418,032","87,729,066","84,836,568","85,410,812","84,372,750","86,003,954","87,719,678","87,293,909","86,873,960","87,232,562","80,913,256","86,623,817","86,930,232","89,871,138","87,217,014","90,054,571","88,498,992","89,098,987","91,062,376","89,563,030","92,138,198","87,469,896","85,743,877","89,494,059","89,835,960","92,978,038","90,800,961","94,958,632","91,516,719","95,364,571","92,592,210","93,619,698"
