통계표,계정항목,단위,변환,2003/Q1,2003/Q2,2003/Q3,2003/Q4,2004/Q1,2004/Q2,2004/Q3,2004/Q4,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4,2024/Q1,2024/Q2,2024/Q3,2024/Q4,2025/Q1,2025/Q2,2025/Q3
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    전기장비","십억원","원자료","4,333.4","4,619.2","4,577.8","4,366.6","4,428.7","4,467.8","4,510.0","4,310.8","4,507.3","4,586.8","4,562.5","4,506.5","4,771.8","4,780.7","4,938.1","4,915.8","5,139.2","5,484.7","5,738.0","5,827.2","6,926.9","7,365.8","7,787.5","8,032.3","8,111.9","8,389.9","8,672.0","8,511.6","8,907.6","9,493.5","9,914.8","9,696.8","10,123.1","10,394.3","10,659.1","10,488.9","11,215.2","11,614.0","12,037.2","11,565.2","11,922.2","11,989.8","12,394.7","11,840.1","12,282.6","12,671.1","13,043.9","12,957.9","13,515.8","13,703.0","13,935.7","13,562.5","13,980.8","14,017.7","14,212.2","13,750.6","14,118.5","14,368.1","14,672.7","14,558.7","14,870.1","14,954.1","15,380.9","15,213.2","15,470.8","15,695.5","15,924.7","15,820.5","16,144.6","16,603.3","17,047.9","16,745.8","17,095.1","17,725.6","18,351.6","18,192.8","18,819.6","19,683.6","21,395.2","21,675.5","22,826.8","23,702.5","24,650.2","24,976.7","25,733.6","26,181.7","27,033.4","27,200.5","27,622.8","28,244.6","28,067.3"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    기타 기계 및 장비","십억원","원자료","10,638.0","10,992.5","11,345.0","11,146.6","11,579.1","11,957.4","12,469.2","12,467.5","12,810.6","13,519.8","13,818.1","13,957.8","14,740.8","15,376.8","16,207.3","16,615.9","17,448.1","18,959.7","19,690.1","19,592.0","20,317.4","21,581.4","22,785.0","23,520.7","24,485.0","24,766.1","25,312.0","24,897.1","25,784.8","25,891.2","26,472.4","26,102.2","27,138.7","28,676.0","30,081.2","30,368.6","31,099.9","32,050.3","33,166.3","32,969.6","33,621.0","34,454.3","35,900.4","36,098.8","37,523.3","38,653.5","39,770.3","39,640.9","40,593.7","41,102.1","41,469.5","41,805.2","42,004.5","42,304.9","42,728.4","42,267.2","42,957.6","43,698.6","44,947.0","44,694.6","45,780.3","45,902.9","46,206.4","45,771.1","46,800.3","47,029.8","47,390.6","47,043.0","48,261.4","50,289.6","52,216.9","51,479.2","52,662.6","52,823.8","53,440.7","52,928.0","53,768.9","54,945.3","56,310.9","56,526.0","56,881.7","57,570.6","58,910.0","59,346.3","59,969.2","60,785.0","61,994.1","61,132.5","61,583.7","61,864.3","62,977.0"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    자동차 및 트레일러","십억원","원자료","7,299.6","7,319.8","7,570.4","8,415.3","8,823.1","9,124.7","9,297.6","9,783.7","10,318.6","10,531.9","10,764.6","11,133.0","11,400.1","11,301.7","11,538.0","11,710.1","12,208.4","12,695.4","13,401.5","13,161.2","13,467.6","14,175.9","15,507.9","17,906.9","18,546.1","18,561.9","18,663.5","18,401.4","18,822.3","18,256.1","18,439.9","17,450.0","18,185.4","18,406.1","19,122.5","19,706.2","20,691.9","21,301.9","22,071.8","22,248.5","23,153.7","23,545.0","24,109.2","24,618.8","25,349.6","25,843.9","26,486.0","27,716.8","28,586.5","29,249.9","29,897.9","30,046.8","30,317.8","30,641.9","30,981.3","30,588.8","31,327.8","31,032.6","31,524.1","31,930.3","31,961.7","31,195.4","31,447.2","31,012.7","31,517.4","31,115.4","31,035.0","30,654.4","31,996.4","34,011.7","34,103.0","33,720.9","34,358.6","33,931.8","33,985.8","33,474.0","33,908.9","33,895.4","33,549.7","33,302.3","33,154.3","33,239.0","33,636.3","34,116.3","34,513.9","35,231.8","36,292.9","36,642.0","36,942.6","37,731.9","38,237.4"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    기타 운송장비","십억원","원자료","2,243.8","2,124.1","2,189.1","2,108.4","2,228.5","2,274.7","2,276.1","2,352.7","2,421.7","2,599.3","2,771.0","2,744.4","3,003.5","3,336.3","3,414.3","3,556.2","3,886.9","4,258.2","4,688.9","4,911.4","5,207.3","5,967.9","6,585.3","7,184.6","8,028.9","9,039.0","10,124.4","11,033.3","11,428.9","11,489.5","11,180.8","10,173.3","10,042.7","10,215.9","10,696.7","10,089.0","10,719.0","11,330.7","12,447.0","12,583.9","13,231.5","14,605.0","14,587.0","13,251.0","13,265.1","14,388.6","13,956.4","15,210.1","14,893.2","15,230.9","16,975.3","16,947.4","17,176.0","17,155.9","17,538.1","13,698.5","13,779.9","12,267.2","11,657.4","11,331.0","11,150.5","10,141.8","10,538.6","10,294.1","10,270.3","10,155.6","10,360.9","10,392.7","11,026.1","11,413.2","11,303.8","11,363.4","11,384.1","11,018.1","10,567.3","10,458.4","10,093.0","9,823.3","9,784.9","9,927.4","10,549.1","10,721.6","11,118.5","11,084.8","12,480.8","12,678.9","12,899.7","12,639.0","12,932.4","11,996.9","12,848.6"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    가구제조 및 기타제품","십억원","원자료","3,247.9","3,481.3","3,456.4","3,607.7","3,726.5","3,713.5","3,607.8","3,665.8","3,669.1","3,696.3","3,383.8","3,485.9","3,357.0","3,393.5","3,490.9","3,527.8","3,707.9","3,565.4","3,681.0","3,676.5","3,845.5","3,939.5","4,177.3","4,157.8","4,226.8","4,292.0","4,248.4","4,312.6","4,412.3","4,470.9","4,514.7","4,471.7","4,645.5","4,751.7","4,898.4","4,908.9","4,880.4","4,885.9","5,029.1","5,066.3","5,151.5","5,177.1","5,209.1","5,218.0","5,310.7","5,429.1","5,512.1","5,548.1","5,715.1","5,815.9","6,048.6","6,311.7","6,263.8","6,465.7","6,576.0","6,563.7","6,737.5","6,905.9","6,822.3","6,865.1","6,969.9","7,263.2","7,395.2","7,451.1","7,641.6","7,818.7","7,962.6","8,072.5","8,291.2","8,762.0","8,898.0","9,106.5","9,321.8","9,637.3","10,001.5","10,155.0","10,298.8","10,662.2","10,930.0","10,948.0","11,087.0","11,184.6","11,219.6","11,293.3","11,268.5","11,634.5","11,631.3","11,529.8","11,635.4","11,775.9","11,764.1"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    산업용 기계 및 장비 수리업","십억원","원자료","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","484.7","618.5","677.2","719.7","715.9","733.4","743.3","766.9","786.7","794.8","815.9","835.4","822.1","848.6","861.0","896.7","916.0","945.3","964.7","995.1","1,009.8","1,043.4","1,059.6","1,071.1","1,060.5","1,076.4","1,080.9","1,058.1","1,048.8","1,085.8","1,130.4","1,202.3"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","  전기, 가스, 증기 및 공기조절 공급업","십억원","원자료","3,789.6","3,655.8","3,154.7","3,176.9","3,112.6","2,717.6","2,527.9","2,256.5","2,342.6","2,344.0","2,452.9","2,479.4","2,495.0","2,627.1","2,509.4","2,368.8","2,210.6","3,079.9","3,754.2","4,111.2","4,711.0","4,933.7","5,443.1","5,822.1","5,920.4","6,043.9","6,350.3","6,417.2","6,493.0","6,448.1","5,500.8","5,542.2","5,475.5","5,691.9","5,768.0","5,710.6","5,721.3","5,515.9","5,746.8","6,238.7","6,337.6","6,422.5","6,704.4","6,996.3","7,208.5","7,540.0","7,890.2","8,304.0","8,490.0","8,890.6","9,346.6","9,906.9","10,125.6","10,174.2","10,330.7","10,540.0","10,485.3","10,630.5","10,695.4","10,700.6","10,942.1","11,094.0","11,365.6","11,709.7","11,586.7","11,621.5","11,717.8","12,099.8","12,247.5","12,523.1","12,951.3","13,628.0","13,697.7","13,808.3","14,167.8","17,436.9","15,780.3","17,808.3","18,196.9","21,073.8","19,079.1","19,601.9","20,248.3","21,066.8","21,191.8","21,540.7","21,928.9","22,083.0","22,150.9","21,335.0","21,604.0"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","  수도ㆍ하수 및 폐기물 처리, 원료재생업","십억원","원자료","1,325.3","1,323.3","1,326.8","1,334.5","1,426.7","1,456.2","1,528.9","1,617.5","1,685.7","1,878.3","1,831.3","1,888.1","1,981.2","2,163.2","2,277.6","2,281.7","2,964.7","3,201.4","3,176.8","3,309.0","3,648.1","4,037.4","3,906.2","3,798.8","3,995.3","4,103.9","4,316.5","4,355.2","4,557.9","4,807.1","4,549.0","4,655.7","4,890.2","5,073.5","5,023.5","5,057.5","5,366.9","5,435.0","5,490.2","5,407.7","5,636.6","5,940.7","5,996.1","5,937.8","5,940.4","6,042.9","6,075.3","6,087.8","6,079.9","6,157.0","6,171.3","6,091.0","6,101.9","6,216.5","6,159.8","6,039.4","6,076.0","6,099.4","6,119.0","5,960.0","6,103.9","6,183.4","6,218.0","6,166.1","6,293.6","6,694.2","6,773.4","6,722.1","6,951.4","7,201.1","7,440.9","7,760.6","7,959.0","8,245.4","8,278.6","8,568.2","8,820.7","8,952.5","9,033.3","9,110.6","9,241.8","9,437.8","9,645.0","9,880.2","10,227.5","10,533.7","10,760.9","10,976.0","11,137.4","11,330.8","11,433.6"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","  건설업","십억원","원자료","21,094.0","23,036.8","24,216.3","23,466.7","23,966.8","23,897.6","23,532.6","21,684.0","22,347.6","23,549.7","24,472.0","24,462.0","27,490.0","30,076.5","31,107.0","32,514.1","35,217.0","39,388.5","42,295.3","44,300.3","47,753.3","51,545.3","53,921.4","52,876.5","52,946.8","51,673.1","48,349.5","43,433.0","43,515.5","41,749.1","42,504.3","38,099.2","38,517.5","39,096.4","41,016.1","38,618.0","39,085.5","38,246.9","38,133.6","34,070.6","35,212.7","34,999.9","36,052.7","33,600.8","35,391.0","34,414.6","34,789.6","31,605.7","32,979.0","32,637.2","32,499.5","30,512.5","31,712.0","30,968.4","30,847.9","28,163.5","29,328.4","28,592.3","28,988.6","27,398.7","28,468.7","27,582.8","27,877.2","26,194.3","27,774.1","27,626.6","28,420.9","27,863.9","28,940.9","30,716.7","31,469.4","30,128.4","31,667.5","32,574.7","33,726.0","33,390.7","34,494.6","36,573.2","38,792.2","40,384.1","40,405.6","41,332.8","43,324.9","42,760.3","45,334.6","46,295.9","46,090.9","44,471.5","44,680.8","45,955.0","46,730.3"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","  서비스업","십억원","원자료","116,303.2","123,096.5","128,691.8","132,706.7","138,715.3","139,687.1","140,487.6","137,983.7","137,601.4","137,905.1","140,134.7","146,449.9","150,636.6","156,993.5","163,659.5","173,281.4","180,003.8","194,223.5","207,663.6","223,653.6","235,495.7","248,968.5","257,123.2","263,153.0","271,247.5","273,784.7","279,636.2","277,161.0","277,931.0","281,407.5","281,691.0","283,950.4","291,527.8","294,025.3","303,599.5","310,036.1","309,963.6","314,841.7","319,072.2","321,637.2","321,678.7","328,291.1","333,866.7","343,558.5","349,967.3","361,442.4","367,595.1","377,553.5","383,269.8","390,998.6","401,599.8","413,511.8","418,372.4","426,167.3","433,030.2","440,163.1","444,145.7","449,733.6","458,767.4","467,488.1","474,282.6","482,372.4","494,105.6","503,080.9","507,614.7","516,683.6","523,251.9","535,924.4","557,071.8","587,538.7","601,624.5","616,393.4","632,656.3","650,005.6","670,826.7","687,486.1","706,803.6","729,767.4","750,397.0","767,459.3","776,904.8","791,473.8","808,173.5","823,225.1","834,325.9","850,248.0","860,991.2","863,349.6","869,931.4","877,617.9","892,834.4"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    도매 및 소매업","십억원","원자료","35,866.6","38,024.1","39,429.9","40,604.1","41,533.2","41,737.1","42,411.7","41,745.1","41,669.3","41,970.1","41,744.5","42,199.3","42,936.7","45,143.0","47,622.4","48,583.7","50,909.1","54,677.5","57,595.8","58,502.6","61,463.2","65,321.9","67,604.0","67,360.8","68,893.4","70,062.6","71,150.6","70,254.7","71,706.9","73,002.9","73,478.7","72,859.8","75,510.3","76,553.5","77,760.0","78,453.2","80,676.1","81,916.7","83,576.9","84,251.7","85,712.7","87,470.7","89,225.4","88,185.3","90,433.3","91,533.4","92,520.4","92,837.6","94,463.2","95,372.8","96,718.0","97,440.3","98,674.1","100,862.6","102,084.6","101,270.6","103,230.2","103,599.9","105,462.8","105,282.6","107,603.5","110,526.2","113,056.5","112,930.7","115,448.0","118,788.2","120,288.6","122,297.7","127,735.4","135,011.4","138,434.8","140,396.6","144,169.5","147,411.9","151,692.0","154,580.7","159,899.6","165,178.1","169,664.1","171,551.1","174,841.1","176,696.9","178,955.3","179,674.0","182,394.1","183,514.3","184,579.6","184,364.7","187,195.2","188,704.6","190,440.8"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    운수 및 창고업","십억원","원자료","8,282.7","8,090.1","8,295.1","7,687.1","7,476.8","7,190.8","7,345.8","6,782.4","6,840.2","6,951.3","7,175.5","7,298.9","7,721.7","8,085.3","8,661.7","9,297.1","9,755.2","10,604.0","11,264.9","12,561.2","14,577.8","15,658.6","16,610.3","17,546.1","17,954.2","17,732.3","18,163.7","18,371.8","19,047.9","19,442.7","19,468.9","19,634.4","20,346.5","20,408.1","20,857.1","21,280.4","21,887.8","22,140.3","22,696.9","22,431.4","22,814.7","22,717.3","22,712.3","22,642.2","22,977.1","23,411.3","23,415.9","23,429.2","23,692.3","23,913.2","23,500.9","23,466.0","23,555.4","23,553.5","23,902.5","23,874.2","24,360.7","24,296.0","24,538.3","24,661.4","24,739.7","25,199.3","25,332.4","25,554.6","25,708.5","25,909.3","25,912.4","25,835.0","27,134.6","29,882.3","30,455.3","31,394.1","31,550.5","31,878.1","32,649.8","32,413.3","33,347.6","33,659.7","34,288.9","34,786.0","34,719.9","34,504.8","34,319.3","35,095.5","35,378.0","35,831.3","36,235.4","36,130.0","36,197.2","36,168.5","36,946.4"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    숙박 및 음식점업","십억원","원자료","12,145.8","13,248.8","14,316.7","14,905.1","15,368.4","15,550.0","15,386.3","15,017.2","14,704.4","14,348.6","14,348.8","14,266.9","14,249.2","14,310.7","14,300.8","14,543.2","14,965.2","15,605.3","16,489.8","17,090.3","17,568.0","18,131.8","18,270.0","18,353.2","18,677.7","18,994.4","19,100.2","19,067.1","19,067.7","19,186.4","19,343.2","19,577.8","19,723.0","20,247.8","21,179.5","21,904.0","22,188.2","23,182.3","23,775.1","24,292.7","24,716.5","25,537.5","25,824.4","26,357.7","27,128.0","28,002.2","28,428.1","29,216.3","30,082.8","31,001.4","31,989.3","32,682.7","33,149.9","33,633.9","34,088.1","34,388.6","34,745.9","35,367.3","35,794.8","36,103.6","36,466.1","37,500.0","38,224.6","38,482.8","38,967.4","39,832.8","40,436.0","41,075.9","42,896.9","47,648.0","47,948.1","48,932.7","50,513.7","51,386.8","51,860.5","51,799.4","52,409.4","52,534.0","53,767.3","53,812.5","54,284.3","54,812.2","55,738.0","55,428.2","56,005.5","57,001.9","58,259.3","58,086.5","58,912.7","59,646.1","60,890.8"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    정보통신업","십억원","원자료","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9,983.4","9,963.6","10,004.0","10,150.7","10,653.8","11,066.9","11,442.8","11,607.8","14,036.3","14,159.7","14,006.9","12,953.8","12,424.6","12,702.1","12,949.3","12,561.6","13,193.9","14,464.6","14,004.4","13,892.7","13,964.5","13,885.2","13,470.6","13,407.5","13,388.3","13,452.0","13,433.3","13,372.2","13,513.0","13,714.0","14,086.0","14,114.8","13,911.0","14,477.5","15,015.6","14,986.1","15,328.2","15,507.4","15,736.6","16,838.5","18,501.6","19,284.6","20,316.8","21,122.3","22,411.9","23,582.7","24,940.2","25,669.0","28,204.2","30,155.3","31,900.3","33,398.9","34,604.2","36,882.9","38,295.1","38,143.5","38,891.9","39,268.0","39,256.0","38,770.5","38,587.0","38,415.0","38,872.4"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    금융 및 보험업","십억원","원자료","9,000.8","8,704.0","8,710.4","9,138.0","11,686.5","10,348.2","8,845.3","8,604.7","8,492.0","8,190.4","8,630.3","10,796.3","10,822.5","10,733.8","11,089.5","11,642.6","9,994.1","9,976.6","12,639.2","16,514.0","16,495.7","17,780.6","19,891.1","22,385.1","26,130.6","24,073.5","24,006.6","22,078.9","20,490.7","21,030.5","22,057.7","23,930.0","25,877.5","26,755.1","30,365.2","32,853.6","26,824.7","24,406.8","23,933.6","25,036.7","21,888.8","21,478.4","21,044.9","23,769.9","23,149.3","24,921.6","24,349.7","26,296.2","24,905.6","24,196.1","25,322.9","27,449.3","26,622.3","26,387.1","26,932.2","30,222.9","27,807.5","27,083.6","30,439.8","32,706.8","32,359.7","32,136.9","33,612.3","35,478.1","34,120.9","34,184.9","33,380.3","36,165.8","39,349.0","39,724.5","39,296.4","40,955.8","42,241.8","42,306.7","42,508.8","47,096.2","46,101.2","49,574.6","52,997.7","61,312.5","60,103.0","62,284.1","65,137.8","70,923.4","71,383.4","73,512.4","73,751.8","76,697.2","78,353.7","79,158.2","83,608.6"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    부동산업","십억원","원자료","20,058.5","22,872.6","26,075.5","28,178.8","29,518.9","31,196.1","32,131.9","31,671.2","31,391.6","32,351.3","33,251.4","35,196.3","36,862.2","39,648.3","42,475.7","47,592.6","51,356.3","56,774.4","60,202.1","67,481.5","71,013.8","76,334.9","77,633.3","79,742.3","80,260.5","80,020.6","84,055.5","84,411.0","81,985.0","82,162.5","81,432.2","80,388.7","80,568.9","80,052.2","81,728.5","82,383.7","83,119.0","85,419.1","87,376.3","87,508.7","87,882.5","91,188.9","94,575.1","97,028.1","98,506.7","103,282.1","107,493.3","111,725.6","115,962.0","121,483.9","127,335.7","131,735.5","134,857.0","139,299.4","142,739.5","145,842.0","148,007.2","152,363.0","159,624.8","164,902.9","169,713.3","173,886.5","179,398.1","183,939.4","185,686.7","191,464.6","196,958.5","201,251.3","205,860.5","212,801.1","217,799.1","222,178.0","226,840.7","235,351.6","245,892.5","251,867.2","259,068.9","267,416.8","273,677.3","276,797.7","280,778.9","286,162.1","293,275.9","299,236.2","303,480.2","311,907.6","317,668.7","317,012.7","316,121.4","318,462.8","322,603.8"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    전문, 과학 및 기술 서비스업","십억원","원자료","2,514.6","2,638.7","2,845.1","2,557.8","3,017.0","2,867.1","2,824.8","2,707.7","2,904.1","2,786.8","2,922.6","2,927.9","3,092.3","3,374.8","3,465.6","3,675.2","3,887.1","4,401.0","4,770.3","4,715.2","6,405.2","5,985.0","6,294.4","6,294.7","6,539.4","6,778.8","7,171.4","7,339.0","7,518.6","7,783.7","8,424.7","9,271.2","8,805.4","9,160.1","9,218.6","9,342.4","9,462.2","9,708.0","10,142.8","10,286.0","9,618.3","9,930.5","10,635.0","10,393.5","10,752.6","11,235.4","11,796.1","11,799.0","11,679.1","11,700.6","12,900.8","12,407.1","12,766.3","13,014.1","13,447.7","13,142.5","14,157.3","14,498.5","12,060.6","11,199.3","11,714.4","11,725.2","12,385.7","13,492.4","14,422.6","14,759.5","14,630.0","14,520.4","15,487.6","16,608.6","17,900.9","18,664.7","20,100.4","21,303.0","22,740.7","23,719.7","25,554.1","26,888.8","28,274.1","28,933.4","30,461.3","31,097.8","32,065.0","32,390.9","33,073.5","33,230.9","33,528.7","33,630.0","34,411.9","33,938.7","34,185.3"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    사업시설관리, 사업지원 및 임대서비스업","십억원","원자료","1,969.0","2,177.2","1,559.0","1,696.3","1,742.6","1,928.3","1,784.9","1,733.8","1,753.6","1,742.2","1,726.4","1,925.2","2,146.0","2,151.8","2,047.6","2,375.6","2,725.4","3,330.8","3,407.7","3,572.7","3,856.3","4,525.5","4,557.6","4,458.4","4,505.0","4,295.5","4,343.8","4,451.2","4,610.1","4,762.1","4,958.9","5,096.6","5,303.0","5,389.0","5,534.8","5,729.9","5,916.0","6,394.9","6,078.4","5,883.5","6,534.8","6,164.0","6,312.9","6,437.5","6,933.0","7,729.0","7,555.1","7,565.9","7,381.3","7,557.5","7,757.9","7,818.9","7,965.8","7,863.6","8,018.6","8,186.4","7,897.9","8,762.6","7,281.7","8,215.6","8,108.6","8,219.4","8,502.1","8,768.2","8,771.0","8,820.9","8,981.2","9,268.0","10,044.0","11,127.7","11,465.3","11,562.5","11,572.4","11,889.2","11,750.9","11,972.5","12,143.0","12,806.7","13,295.1","13,563.0","13,548.7","13,739.0","13,880.4","14,170.7","14,346.4","14,772.3","15,077.6","15,195.9","15,636.2","16,789.9","17,129.9"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    교육서비스업","십억원","원자료","2,069.4","2,310.5","2,263.9","2,370.6","2,415.7","2,457.3","2,571.3","2,546.0","2,568.9","2,588.0","2,635.5","2,723.0","2,780.8","2,870.9","2,952.4","3,157.2","3,170.7","3,303.6","3,400.2","3,651.8","4,179.4","4,301.4","4,327.1","4,386.3","4,572.3","4,621.8","4,718.3","4,741.0","4,803.6","4,855.4","5,011.2","5,028.8","5,076.3","5,208.4","5,304.6","5,408.5","5,327.8","5,417.3","5,446.7","5,519.5","5,585.9","5,616.4","5,574.4","5,549.1","5,578.5","5,529.9","5,633.4","5,810.3","5,961.6","6,128.1","6,187.9","6,196.4","6,265.3","6,359.1","6,401.8","6,556.5","6,516.2","6,609.8","6,815.0","7,041.8","7,137.7","7,210.8","7,292.3","7,462.6","7,410.3","7,466.2","7,520.2","7,847.3","8,049.9","9,384.0","9,612.5","9,913.7","10,186.3","10,440.6","10,691.2","10,756.8","11,108.6","11,355.8","11,565.3","11,570.2","11,737.3","11,650.9","11,667.3","11,791.2","11,685.1","11,722.9","11,819.9","11,817.8","11,868.3","12,188.4","12,377.5"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    보건 및 사회복지서비스업","십억원","원자료","5,637.9","6,054.4","6,350.6","6,610.5","6,755.6","6,981.5","7,112.5","7,229.7","7,323.4","7,451.1","7,604.9","7,924.4","8,144.1","8,504.7","8,691.3","9,307.7","9,316.6","9,994.8","10,872.6","11,694.6","11,909.8","12,009.5","12,078.9","12,108.9","12,254.2","12,576.0","12,709.2","12,816.0","12,950.4","13,161.5","13,112.0","13,253.5","13,362.9","13,613.7","13,890.2","14,239.0","14,392.5","14,733.8","15,076.7","15,571.1","15,981.6","16,603.2","17,018.6","17,437.7","17,802.7","18,254.7","18,506.2","18,875.5","19,225.9","19,771.6","20,538.6","20,953.7","21,006.2","21,560.7","22,141.9","22,272.3","22,471.8","22,807.9","23,386.9","23,841.7","24,136.4","24,610.0","25,301.1","25,817.8","26,133.3","26,574.6","27,229.2","27,678.1","28,483.0","29,823.7","31,263.3","32,633.1","33,627.4","34,654.8","35,650.1","36,207.5","37,224.6","38,004.2","38,383.2","38,531.5","39,103.7","39,710.7","40,397.9","40,828.1","41,321.3","41,810.1","42,334.4","42,671.0","43,129.2","43,781.8","44,426.2"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    예술, 스포츠 및 여가 관련 서비스업","십억원","원자료","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9,382.2","9,383.9","9,518.8","9,358.5","9,515.5","9,316.8","9,247.4","9,196.1","9,503.2","9,760.2","9,971.0","10,128.6","10,610.9","10,673.7","10,393.1","11,332.3","10,799.5","10,185.0","10,031.7","9,585.5","9,380.0","9,230.2","9,183.3","9,272.0","9,334.5","9,405.3","9,610.9","9,686.2","9,592.7","9,672.0","9,876.6","9,961.4","10,025.9","10,063.8","10,270.3","10,343.3","10,555.7","10,758.2","10,957.9","11,141.9","11,557.5","12,558.6","13,224.9","13,810.5","14,039.3","14,428.3","14,842.8","15,002.7","15,346.4","15,797.8","16,161.1","16,418.6","16,646.0","17,395.6","17,927.8","18,609.5","19,075.4","20,220.6","20,824.0","21,019.4","21,199.7","21,434.0","21,728.9"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    공공행정 등 기타서비스","십억원","원자료","8,921.2","9,090.8","8,815.2","8,912.1","8,808.4","9,101.9","9,552.3","9,453.5","9,526.0","9,463.2","9,910.1","10,480.2","11,322.5","11,404.0","11,161.3","11,492.9","11,844.8","12,456.6","13,281.2","12,912.8","12,882.2","12,881.2","12,676.4","12,701.4","13,164.0","15,679.9","14,487.7","14,451.0","16,384.5","16,672.3","14,880.7","15,400.4","16,784.7","16,253.7","17,070.8","17,637.5","16,629.8","17,602.6","16,990.9","17,773.5","17,907.4","18,208.4","17,601.3","21,863.6","22,712.7","22,893.2","23,860.8","26,519.7","26,571.5","26,758.0","26,693.9","30,682.4","30,787.3","30,776.0","30,229.1","31,348.7","31,845.3","30,959.0","29,400.1","29,456.2","28,366.3","26,816.8","25,714.6","25,824.9","25,062.1","22,617.0","21,221.0","22,004.5","21,971.8","23,684.2","23,907.1","24,829.4","25,402.4","25,371.9","25,607.2","26,401.1","26,396.0","26,395.6","26,422.6","26,783.9","26,076.4","26,536.8","26,513.7","26,933.9","27,291.1","27,455.7","27,655.8","27,953.9","28,318.9","28,929.9","29,623.8"
"1.2.5.2.1. 산업별대출금(예금은행, 전산업)","    정보통신업, 예술, 스포츠, 여가 관련","십억원","원자료","9,836.7","9,885.3","10,030.4","10,046.3","10,392.2","10,328.8","10,520.8","10,492.4","10,427.9","10,062.1","10,184.7","10,711.5","10,558.6","10,766.2","11,191.2","11,613.6","12,079.3","13,098.9","13,739.8","14,956.9","15,144.3","16,038.1","17,180.1","17,815.8","18,296.2","18,949.3","19,729.2","19,179.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
