금융기관 유형코드,단위,2010/01,2010/02,2010/03,2010/04,2010/05,2010/06,2010/07,2010/08,2010/09,2010/10,2010/11,2010/12,2011/01,2011/02,2011/03,2011/04,2011/05,2011/06,2011/07,2011/08,2011/09,2011/10,2011/11,2011/12,2012/01,2012/02,2012/03,2012/04,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02,2025/03,2025/04,2025/05,2025/06,2025/07,2025/08,2025/09,2025/10,2025/11
합계,백만원,37293708,35695020,44989877,39607121,40587662,40279767,41360524,41665371,41079489,41072428,44316792,45788120,44348384,39286019,45802472,43365817,47226380,45181924,44452984,46411423,46060517,45224513,45537738,47895631,45186542,43012603,46326784,46044761,48844253,46057681,47707305,45710847,48081223,47461738,47875119,49549126,46665724,42937391,47231439,47469966,49204775,46418903,50065634,47083493,47741116,48119676,47627670,50077057,47735539,43025682,48685239,47282897,48774430,47386099,50721418,48529802,48692960,49888999,48846107,52395193,48227242,44569997,50326021,51920918,51444587,49225496,53499993,50600642,52420213,54890580,51816410,55299120,53531254,49210387,54263697,56752685,58545327,54925420,58420585,55805879,56671838,60890718,56704176,60040237,59978312,54134885,59490460,59615028,59333670,56399161,59281563,57284990,60752443,57003252,58778962,60809199,60760410,54408303,60825023,61799005,63416289,59969525,63989613,61954435,61549004,64495870,62949512,64790366,64529843,56072880,63420153,64460911,68206706,62589352,66376983,64765092,63637099,67264005,66739543,69921361,67154607,59686650,58844315,60385644,65011734,64039367,66802467,64447280,66934921,66713031,66272495,65713035,64652428,61415123,69188212,70289565,72183940,70107896,71830819,69232090,71235370,73520115,74438865,75912264,75016955,65605580,75417792,78493191,84787819,79395263,82207664,81112499,82343480,83378034,80536440,84793096,80255412,75947115,84820483,83418032,87729066,84836568,85410812,84372750,86003954,87719678,87293909,86873960,87232562,80913256,86623817,86930232,89871138,87217014,90054571,88498992,89098987,91062376,89563030,92138198,87469896,85743877,89494059,89835960,92978038,90800961,94958632,91516719,95364571,92592210,93619698
