업종별,2010.01,2010.02,2010.03,2010.04,2010.05,2010.06,2010.07,2010.08,2010.09,2010.10,2010.11,2010.12,2011.01,2011.02,2011.03,2011.04,2011.05,2011.06,2011.07,2011.08,2011.09,2011.10,2011.11,2011.12,2012.01,2012.02,2012.03,2012.04,2012.05,2012.06,2012.07,2012.08,2012.09,2012.10,2012.11,2012.12,2013.01,2013.02,2013.03,2013.04,2013.05,2013.06,2013.07,2013.08,2013.09,2013.10,2013.11,2013.12,2014.01,2014.02,2014.03,2014.04,2014.05,2014.06,2014.07,2014.08,2014.09,2014.10,2014.11,2014.12,2015.01,2015.02,2015.03,2015.04,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.10,2023.11,2023.12,2024.01,2024.02,2024.03,2024.04,2024.05,2024.06,2024.07,2024.08,2024.09,2024.10,2024.11,2024.12,2025.01,2025.02,2025.03,2025.04,2025.05,2025.06,2025.07,2025.08,2025.09,2025.10,2025.11 p),2025.12 p)
업종별,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수
음식점 포함 소매판매액지수,80.5,78.1,82.9,81.7,85.2,83.0,84.5,81.9,84.9,86.4,87.2,92.2,87.5,77.5,86.4,85.9,90.3,87.5,87.6,84.8,86.8,88.5,88.1,93.7,88.4,81.5,87.0,85.6,91.6,87.9,90.4,86.4,89.6,89.8,91.5,95.5,87.0,82.2,88.7,87.2,91.7,88.4,90.7,87.7,88.7,91.8,93.0,95.9,91.4,82.5,90.8,87.8,93.0,89.8,92.2,90.3,90.5,92.3,94.1,99.9,89.8,86.7,93.2,92.9,96.8,88.7,93.3,91.9,95.3,99.1,98.7,103.4,94.2,89.3,97.6,95.9,100.6,97.0,97.3,96.6,95.5,100.8,100.4,104.4,96.2,89.4,98.0,97.0,100.7,97.3,98.7,96.2,101.1,99.5,104.5,105.4,97.3,93.0,103.7,100.9,103.9,100.0,102.5,99.5,100.6,103.5,105.3,108.0,100.9,91.4,105.1,101.7,106.5,100.6,101.7,102.7,102.1,105.1,108.5,112.1,103.6,88.7,92.6,95.7,105.5,103.2,100.7,100.3,103.1,101.7,103.4,101.5,95.8,92.5,103.2,103.2,107.5,104.5,105.2,102.5,107.5,109.7,109.8,112.0,104.8,93.8,106.0,106.7,111.8,106.4,108.1,108.9,108.2,110.7,108.3,111.7,103.3,98.0,108.4,105.5,109.6,106.2,104.3,104.0,106.5,106.3,107.8,110.4,102.2,96.9,105.0,102.5,106.7,102.8,102.5,102.4,104.4,105.0,105.5,107.8,101.4,94.7,104.7,101.9,106.3,102.5,104.9,102.3,106.9,105.1,106.2,108.9
