date,card_spending,log_val,12m_log_return,z_score
2023-01-01,1293863.0,14.073142875176808,0.08761194402869421,-0.24091987523855726
2023-02-01,1221100.0,14.015262649821112,0.13388476647081227,0.5135671008538231
2023-03-01,1402286.0,14.15361432006653,0.1267680497417114,0.39752771096439177
2023-04-01,1377723.0,14.135942694384157,0.08005788984400652,-0.3640901336806987
2023-05-01,1487473.0,14.212589264976682,0.06763036600745664,-0.566723221201636
2023-06-01,1451611.0,14.188184532137477,0.08403485983214232,-0.2992448983568303
2023-07-01,1472894.0,14.20273973087303,0.06986621828884765,-0.5302672339126373
2023-08-01,1495984.0,14.2182947422722,0.0584266896378729,-0.7167908761778662
2023-09-01,1424730.0,14.16949288004827,0.07557285769136612,-0.4372194170901043
2023-10-01,1493616.0,14.216710583525064,0.06678919789810145,-0.5804386236715549
2023-11-01,1421958.0,14.167545353044153,0.0556132731107688,-0.7626641559130354
2023-12-01,1419272.0,14.165654622057803,0.05793276409573522,-0.7248444240064733
2024-01-01,1421405.0,14.167156377027391,0.09401350185058277,-0.13654128434194923
2024-02-01,1303452.0,14.080526687742118,0.06526403792100588,-0.6053066407590227
2024-03-01,1436394.0,14.177646364215901,0.024032044149370435,-1.2776019678472903
2024-04-01,1487268.0,14.212451437851346,0.07650874346718872,-0.4219596254521179
2024-05-01,1522895.0,14.236123686624726,0.0235344216480442,-1.2857157952830556
2024-06-01,1476731.0,14.205341418995635,0.017156886858158416,-1.3897026861748711
2024-07-01,1530272.0,14.2409560553458,0.0382163244727689,-1.046324639073271
2024-08-01,1533186.0,14.242858481218045,0.024563738945845515,-1.2689325853020967
2024-09-01,1468918.0,14.200036633312095,0.030543753263824414,-1.1714273396386228
2024-10-01,1524351.0,14.23707930367094,0.02036872014587665,-1.3373331470572902
2024-11-01,1460576.0,14.194341436429696,0.026796083385542957,-1.2325337940243268
2024-12-01,1495768.0,14.218150345276475,0.05249572321867291,-0.8134963867294466
2025-01-01,1409527.0,14.158764745081818,-0.008391631945572797,-1.8062760369787594
2025-02-01,1305821.0,14.082342519700623,0.0018158319585044325,-1.6398414395605252
2025-03-01,1493083.0,14.21635366774235,0.03870730352644891,-1.0383191342869764
2025-04-01,1483199.0,14.209711799575594,-0.0027396382757522986,-1.7141192289912985
2025-05-01,1542111.0,14.248662814950455,0.01253912832572901,-1.4649960978922043
2025-06-01,1540332.0,14.247508535570416,0.042167116574781005,-0.9819062390514129
2025-07-01,1569421.0,14.266217319495889,0.02526126415008889,-1.2575593071158329
2025-08-01,1544236.0,14.250039847627459,0.007181366409414025,-1.5523554024152846
2025-09-01,1548946.0,14.253085257590564,0.05304862427846935,-0.8044812321166952
2025-10-01,1520040.0,14.234247208265678,-0.0028320954052620806,-1.7156267596838402
2025-11-01,1501242.0,14.221803323469542,0.027461887039846644,-1.2216777416096463
