날짜,종가,시가,고가,저가,거래량,변동 %,log_price,12m_log_return,z_score
2005-12-01,1007.5,"1,033.10","1,040.40","1,003.60",,-2.89%,6.915227293820838,-0.02712262992579806,0.3796223974417703
2006-01-01,959.87,"1,008.97","1,013.30",959.87,,-4.73%,6.86679785862555,-0.06711237783343815,0.7826790082167433
2006-02-01,971.0,965.10,980.40,955.10,,1.16%,6.878326468291325,-0.03391871596366425,0.4481201386949511
2006-03-01,971.6,968.35,984.70,965.10,,0.06%,6.878944197128018,-0.046159720188732045,0.5714972024072067
2006-04-01,943.2,972.00,972.60,936.30,,-2.92%,6.8492783492231615,-0.055572716611585804,0.6663707796099162
2006-05-01,945.7,943.20,954.10,927.20,,0.27%,6.851925394021467,-0.06330189979937106,0.7442732056747838
2006-06-01,948.75,946.25,964.05,942.45,,0.32%,6.85514532870984,-0.08749435212579915,0.988108897351207
2006-07-01,955.15,946.35,960.45,940.35,,0.67%,6.861868396209661,-0.06891958188304859,0.8008938151941993
2006-08-01,961.3,955.00,967.60,954.70,,0.64%,6.86828653507177,-0.07724610824439626,0.8848168622332651
2006-09-01,946.25,960.75,962.95,940.25,,-1.57%,6.852506804751658,-0.09782892176559699,1.0922710096619737
2006-10-01,942.25,945.35,966.75,941.75,,-0.42%,6.848270632147245,-0.10196925844104765,1.1340014569688355
2006-11-01,929.35,939.25,944.15,925.35,,-1.37%,6.834485417054362,-0.11008383505049135,1.2157882627679135
2006-12-01,930.0,928.90,932.80,913.10,,0.07%,6.835184586147301,-0.08004270767353638,0.9130037837964563
2007-01-01,941.5,927.30,943.60,925.20,,1.24%,6.847474348097207,-0.019323510528343135,0.30101508442175084
2007-02-01,941.7,938.10,942.20,930.20,,0.02%,6.847686752516018,-0.03063971577530733,0.41507110058393215
2007-03-01,940.85,941.65,952.05,936.25,,-0.09%,6.846783721990653,-0.03216047513736431,0.430398831973754
2007-04-01,930.85,940.15,940.35,925.35,,-1.06%,6.836098147217906,-0.013180202005255381,0.23909668678694873
2007-05-01,927.75,930.75,935.35,922.35,,-0.33%,6.832762299940707,-0.01916309408075989,0.29939824728077175
2007-06-01,923.9,927.80,932.90,923.80,,-0.41%,6.828603840676699,-0.026541488033140936,0.3737650691541623
2007-07-01,919.35,922.75,924.05,912.95,,-0.49%,6.823666898599851,-0.038201497609810176,0.49128628865347695
2007-08-01,938.35,920.55,952.55,920.25,,2.07%,6.844123013737281,-0.02416352133448907,0.34979754627034687
2007-09-01,915.15,939.05,941.45,915.05,,-2.47%,6.819087986265971,-0.033418818485687396,0.4430816727442865
2007-10-01,900.8,915.40,921.80,899.50,,-1.57%,6.803283257385426,-0.0449873747618188,0.5596811345610047
2007-11-01,921.15,900.65,936.55,900.25,,2.26%,6.825622889443518,-0.008862527610843607,0.19557885286959578
2007-12-01,936.0,924.30,947.50,918.60,,1.61%,6.841615476477592,0.0064308903302903175,0.0414365157697176
2008-01-01,943.85,936.15,955.95,931.75,,0.84%,6.849967255214743,0.002492907117535914,0.08112744282150547
2008-02-01,939.05,943.85,949.95,935.25,,-0.51%,6.844868725926946,-0.0028180265890718204,0.1346563358962956
2008-03-01,990.35,943.25,"1,031.25",943.15,,5.46%,6.898058416003273,0.05127469401262008,-0.41054411607129776
2008-04-01,1003.0,990.15,"1,006.50",971.15,,1.28%,6.910750787961936,0.07465264074402977,-0.646170407044731
2008-05-01,1028.25,"1,004.15","1,057.45",999.85,,2.52%,6.935613607110533,0.10285130716982671,-0.9303847247795101
2008-06-01,1051.0,"1,025.75","1,051.00","1,010.25",,2.21%,6.957497370876951,0.1288935302002523,-1.192864252680808
2008-07-01,1012.25,"1,046.00","1,057.15",995.50,,-3.69%,6.919930854912271,0.09626395631241991,-0.8639908251054202
2008-08-01,1089.25,"1,012.25","1,092.35","1,009.25",,7.61%,6.993244664997552,0.14912165126027066,-1.3967434553111202
2008-09-01,1206.95,"1,085.55","1,227.55","1,076.55",,10.81%,7.095851795218779,0.2767638089528086,-2.6832485763331504
2008-10-01,1282.5,"1,192.90","1,501.90","1,187.80",,6.26%,7.1565665770449245,0.3532833196594982,-3.4544886130252856
2008-11-01,1469.0,"1,313.90","1,525.90","1,245.90",,14.54%,7.292337176173877,0.4667142867303591,-4.597759164520162
2008-12-01,1263.0,"1,468.50","1,493.30","1,246.00",,-14.02%,7.141245122350491,0.29962964587289953,-2.9137133132659963
2009-01-01,1381.5,"1,322.50","1,399.90","1,283.40",,9.38%,7.2309251443634714,0.3809578891487284,-3.7334205585016043
2009-02-01,1533.45,"1,385.65","1,543.65","1,366.45",,11.00%,7.335275377871133,0.49040665194418676,-4.836554478918826
2009-03-01,1374.05,"1,536.65","1,598.65","1,306.55",,-10.39%,7.225517862222083,0.3274594462188096,-3.1942098303201503
