날짜,Production_Index,log_val,12m_log_return,z_score
2014-10-01,91.4,4.515245478460105,0.0032876741941922916,-0.7705855029180474
2014-11-01,91.3,4.514150787600923,0.006593430479831852,-0.661135347624886
2014-12-01,91.5,4.516338972281476,0.014309545212897845,-0.4056628073584962
2015-01-01,91.5,4.516338972281476,-0.005449604767564509,-1.0598677296079502
2015-02-01,92.8,4.530446639792155,0.014107667510678823,-0.4123467682887327
2015-03-01,92.1,4.522874943261261,0.0054436715811760905,-0.6992026699360409
2015-04-01,92.9,4.531523645819793,0.011911348193348381,-0.48506461848218085
2015-05-01,91.6,4.517431271680085,0.008771986072837024,-0.5890056358838797
2015-06-01,92.2,4.523960130562548,0.0032591012009062226,-0.7715315250328464
2015-07-01,92.4,4.526126978647638,0.001082837138831394,-0.8435853665660958
2015-08-01,93.8,4.541164856012179,0.025919377552074074,-0.0212733234844405
2015-09-01,95.0,4.553876891600541,0.04852704089466009,0.7272429160249797
2015-10-01,94.3,4.546481189639412,0.031235711179307124,0.1547449582075927
2015-11-01,93.9,4.542230386214217,0.02807959861329401,0.05024935096230471
2015-12-01,94.6,4.549657476057832,0.033318503776356145,0.22370405666888743
2016-01-01,93.5,4.537961436294641,0.021622464013165477,-0.16353966542798942
2016-02-01,94.6,4.549657476057832,0.019210836265677322,-0.24338615399658303
2016-03-01,95.2,4.55597994179732,0.03310499853605897,0.2166351200361591
2016-04-01,94.8,4.551769409260976,0.02024576344118323,-0.20912079070640338
2016-05-01,96.0,4.564348191467836,0.046916919787751254,0.6739334794045259
2016-06-01,96.4,4.5685062016165,0.044546071053951586,0.5954371416018237
2016-07-01,95.9,4.563305981889393,0.037179003241754494,0.35152118215769795
2016-08-01,96.3,4.56746831880408,0.02630346279190121,-0.008556660333104107
2016-09-01,96.4,4.5685062016165,0.014629310015958907,-0.3950757270270284
2016-10-01,95.8,4.562262684976814,0.015781495337402696,-0.35692806837888763
2016-11-01,97.4,4.578826210648489,0.03659582443427212,0.33221273787827404
2016-12-01,97.3,4.577798989191959,0.02814151313412694,0.05229927640584196
2017-01-01,97.7,4.581901559048737,0.04394012275409587,0.575374823091854
2017-02-01,97.9,4.583946549536464,0.034289073478632304,0.2558386109003743
2017-03-01,99.0,4.59511985013459,0.03913990833726988,0.4164447121080579
2017-04-01,98.1,4.585987366571318,0.03421795731034116,0.25348402847179874
2017-05-01,98.4,4.589040804058207,0.024692612590371255,-0.061890236518792
2017-06-01,98.1,4.585987366571318,0.017481164954817885,-0.30065377363390466
2017-07-01,98.4,4.589040804058207,0.02573482216881473,-0.027383760435183865
2017-08-01,98.7,4.592084946439436,0.024616627635356103,-0.06440601941618222
2017-09-01,100.4,4.609162207257629,0.04065600564112959,0.4666411183185916
2017-10-01,98.5,4.590056548178043,0.027793863201228675,0.040788948403543204
2017-11-01,99.3,4.598145571051127,0.01931936040263782,-0.23979303259952736
2017-12-01,98.7,4.592084946439436,0.014285957247476944,-0.4064437803810939
2018-01-01,99.6,4.601162164590552,0.019260605541814968,-0.24173834498363286
2018-02-01,100.2,4.607168188650764,0.02322163911429964,-0.1105926396837039
2018-03-01,99.0,4.59511985013459,0.0,-0.8794369789542031
2018-04-01,100.6,4.611152257665639,0.025164891094321185,-0.04625358604232131
2018-05-01,100.6,4.611152257665639,0.022111453607431386,-0.1473497281172329
2018-06-01,100.3,4.60816569496789,0.02217832839657241,-0.14513557334469906
2018-07-01,101.1,4.616110126026426,0.02706932196821832,0.01680014111796926
2018-08-01,101.1,4.616110126026426,0.024025179586989687,-0.08398824966792551
2018-09-01,100.3,4.60816569496789,-0.000996512289739293,-0.9124304652971953
2018-10-01,101.1,4.616110126026426,0.02605357784838258,-0.016830091133900597
2018-11-01,99.8,4.603168183317418,0.005022612266291304,-0.7131435062892737
2018-12-01,99.2,4.597138014290827,0.0050530678513913685,-0.7121351535158928
2019-01-01,100.7,4.612145799724517,0.010983635133964498,-0.5157802338039
2019-02-01,98.0,4.584967478670572,-0.022200709980191746,-1.6144794155385207
2019-03-01,99.2,4.597138014290827,0.0020181641562375674,-0.8126176610066433
2019-04-01,101.0,4.61512051684126,0.003968259175620936,-0.7480520414432409
2019-05-01,101.0,4.61512051684126,0.003968259175620936,-0.7480520414432409
2019-06-01,99.8,4.603168183317418,-0.0049975116504716866,-1.0448993963137716
2019-07-01,101.8,4.623010104116422,0.006899978089996317,-0.6509858748149879
2019-08-01,101.8,4.623010104116422,0.006899978089996317,-0.6509858748149879
2019-09-01,101.7,4.622027303054514,0.013861608086624067,-0.4204935401155398
2019-10-01,102.0,4.624972813284271,0.008862687257845003,-0.5860026139044548
2019-11-01,101.9,4.623991940228679,0.020823756911260816,-0.18998402755987698
2019-12-01,103.1,4.635699391022914,0.03856137673208693,0.39729013186741996
2020-01-01,103.4,4.638604962074329,0.026459162349811827,-0.003401609772836774
2020-02-01,100.4,4.609162207257629,0.024194728587056957,-0.07837465847011801
2020-03-01,98.6,4.591071261608589,-0.006066752682237997,-1.0803008557259561
2020-04-01,97.2,4.576770711466393,-0.03834980537486654,-2.1491591820020894
2020-05-01,95.9,4.563305981889393,-0.05181453495186705,-2.594962385821155
2020-06-01,98.6,4.591071261608589,-0.012096921708828923,-1.2799534856767751
2020-07-01,99.8,4.603168183317418,-0.01984192079900371,-1.5363823569905666
2020-08-01,99.6,4.601162164590552,-0.02184793952586972,-1.6027995523930998
2020-09-01,101.4,4.619073091157083,-0.0029542118974310583,-0.9772478648768411
2020-10-01,101.3,4.618086411254637,-0.0068864020296333095,-1.107438593842969
2020-11-01,102.2,4.626931677769604,0.0029397375409248028,-0.7821053239338129
2020-12-01,101.5,4.620058798481842,-0.01564059254107253,-1.3972807443684638
2021-01-01,101.6,4.6210435351443815,-0.01756142692994711,-1.4608775748632121
2021-02-01,103.7,4.641502115235482,0.032339907977852356,0.19130376673198027
2021-03-01,104.5,4.6491870714048655,0.058115809796276174,1.0447170897598028
2021-04-01,104.1,4.645351975620923,0.06858126415453025,1.3912174079170423
2021-05-01,104.2,4.646312129319266,0.08300614742987378,1.8688103029016243
2021-06-01,105.0,4.653960350157523,0.06288908854893371,1.2027553888943807
2021-07-01,105.2,4.65586330030361,0.05269511698619134,0.8652435839730552
2021-08-01,105.1,4.6549122778829055,0.05375011329235324,0.900173415323521
2021-09-01,106.3,4.666265285347902,0.04719219419081888,0.6830475288263982
2021-10-01,106.7,4.670021158307708,0.05193474705307022,0.8400685256598086
2021-11-01,108.0,4.68213122712422,0.05519954935461602,0.9481627370987883
2021-12-01,109.6,4.696837374513915,0.07677857603207361,1.6626218855795623
2022-01-01,110.0,4.700480365792417,0.07943683064803508,1.7506339334699765
2022-02-01,108.2,4.6839813664123815,0.04247925117689988,0.5270068833008743
2022-03-01,110.0,4.700480365792417,0.051293294387551036,0.8188306944986697
2022-04-01,110.7,4.706823839714591,0.06147186409366778,1.155832559952648
2022-05-01,110.7,4.706823839714591,0.06051171039532477,1.1240428687871318
2022-06-01,111.2,4.711330381816482,0.05737003165895871,1.0200251506418987
2022-07-01,111.9,4.71760561531788,0.06174231501427041,1.1647869088826417
2022-08-01,111.0,4.709530201312334,0.054617923429428394,0.9289057071383966
2022-09-01,110.9,4.7086288943563215,0.04236360900841962,0.52317809127722
2022-10-01,110.1,4.701389043728634,0.03136788542092628,0.1591211099928334
2022-11-01,111.0,4.709530201312334,0.02739897418811399,0.027714583545879863
2022-12-01,109.5,4.695924549256556,-0.0009128252573598061,-0.9096596746222299
2023-01-01,108.7,4.688591794127164,-0.011888571665252812,-1.273055232250228
2023-02-01,110.6,4.7059200890882344,0.02193872267585295,-0.15306866976072875
2023-03-01,111.6,4.71492104994721,0.014440684154793715,-0.40132093327121543
2023-04-01,110.1,4.701389043728634,-0.005434795985957308,-1.0593774262381428
2023-05-01,111.9,4.71760561531788,0.010781775603288857,-0.5224635930932189
2023-06-01,111.9,4.71760561531788,0.006275233501398247,-0.6716705189122136
