"날짜","종가","시가","고가","저가","거래량","변동 %"
"1997- 11- 01","1,169.50","964.50","1,172.00","950.00","","21.19%"
"1997- 10- 01","965.00","914.00","989.00","914.00","","5.46%"
"1997- 09- 01","915.00","906.60","917.00","903.00","","1.39%"
"1997- 08- 01","902.50","892.50","911.90","889.50","","1.40%"
"1997- 07- 01","890.00","889.70","897.00","887.00","","0.23%"
"1997- 06- 01","888.00","892.80","894.00","887.00","","-0.48%"
"1997- 05- 01","892.25","891.25","897.35","889.75","","0.03%"
"1997- 04- 01","892.00","897.00","899.50","887.00","","-0.39%"
"1997- 03- 01","895.50","866.00","901.80","862.50","","3.65%"
"1997- 02- 01","864.00","866.00","887.00","854.00","","-0.12%"
"1997- 01- 01","865.00","844.00","867.10","842.00","","2.37%"
"1996- 12- 01","845.00","831.00","847.90","828.50","","1.94%"
"1996- 11- 01","828.95","822.15","831.15","822.15","","0.33%"
"1996- 10- 01","826.25","826.05","836.75","822.25","","0.03%"
"1996- 09- 01","826.00","819.50","830.50","817.70","","0.82%"
"1996- 08- 01","819.25","812.05","823.55","812.05","","0.78%"
"1996- 07- 01","812.90","809.80","816.10","803.10","","0.21%"
"1996- 06- 01","811.20","787.70","813.20","785.90","","2.95%"
"1996- 05- 01","787.95","778.65","789.85","778.05","","1.25%"
"1996- 04- 01","778.25","782.75","783.15","778.25","","-0.51%"
"1996- 03- 01","782.25","782.45","785.05","777.15","","-0.04%"
"1996- 02- 01","782.55","784.55","785.15","777.25","","-0.34%"
"1996- 01- 01","785.25","774.75","793.45","774.05","","1.22%"
"1995- 12- 01","775.75","770.85","775.75","769.05","","0.66%"
"1995- 11- 01","770.65","765.15","774.05","765.05","","0.72%"
"1995- 10- 01","765.15","768.15","769.65","764.95","","-0.40%"
"1995- 09- 01","768.20","772.10","779.70","767.60","","-0.65%"
"1995- 08- 01","773.20","757.20","787.70","757.10","","2.13%"
"1995- 07- 01","757.05","757.85","760.15","755.55","","-0.16%"
"1995- 06- 01","758.25","757.55","765.95","757.05","","0.05%"
"1995- 05- 01","757.85","761.85","763.65","757.55","","-0.59%"
"1995- 04- 01","762.35","769.15","772.55","760.05","","-1.26%"
"1995- 03- 01","772.10","789.40","791.60","764.70","","-2.22%"
"1995- 02- 01","789.65","789.45","795.55","785.95","","0.03%"
"1995- 01- 01","789.40","788.10","795.10","784.40","","0.11%"
"1994- 12- 01","788.50","794.50","794.90","788.20","","-0.77%"
"1994- 11- 01","794.60","797.30","798.40","794.20","","-0.32%"
"1994- 10- 01","797.15","799.55","801.25","796.15","","-0.19%"
"1994- 09- 01","798.70","801.00","803.10","798.10","","-0.23%"
"1994- 08- 01","800.55","802.75","806.35","800.45","","-0.27%"
"1994- 07- 01","802.70","806.10","807.90","802.10","","-0.29%"
"1994- 06- 01","805.05","806.45","810.05","805.05","","-0.11%"
"1994- 05- 01","805.90","808.20","809.00","805.10","","-0.22%"
"1994- 04- 01","807.70","807.50","812.00","807.00","","0.07%"
"1994- 03- 01","807.15","807.95","810.35","806.05","","-0.09%"
"1994- 02- 01","807.85","808.15","813.35","807.45","","-0.02%"
"1994- 01- 01","808.05","807.35","814.55","807.35","","0.11%"
"1993- 12- 01","807.15","808.45","812.35","807.05","","-0.12%"
"1993- 11- 01","808.10","807.80","808.60","805.20","","0.02%"
"1993- 10- 01","807.95","811.65","813.65","807.85","","-0.27%"
"1993- 09- 01","810.10","807.90","812.20","807.10","","0.25%"
"1993- 08- 01","808.10","806.60","811.30","806.00","","0.24%"
"1993- 07- 01","806.20","803.30","809.20","803.10","","0.39%"
"1993- 06- 01","803.05","802.45","804.65","800.55","","0.06%"
"1993- 05- 01","802.55","797.25","803.35","796.95","","0.81%"
"1993- 04- 01","796.10","794.60","797.00","794.60","","0.18%"
"1993- 03- 01","794.70","794.90","795.20","791.60","","0.07%"
"1993- 02- 01","794.15","794.95","798.55","794.05","","-0.01%"
"1993- 01- 01","794.25","787.05","794.75","787.05","","0.97%"
"1992- 12- 01","786.65","785.35","791.35","785.05","","0.21%"
"1992- 11- 01","785.00","781.20","788.50","781.20","","0.34%"
"1992- 10- 01","782.35","785.05","786.85","781.65","","-0.34%"
"1992- 09- 01","785.05","785.35","788.25","783.95","","-0.08%"
"1992- 08- 01","785.65","787.75","791.85","785.55","","-0.18%"
"1992- 07- 01","787.05","789.85","789.85","785.45","","-0.34%"
"1992- 06- 01","789.70","784.50","792.00","784.50","","0.73%"
"1992- 05- 01","784.00","784.50","787.00","778.50","","0.79%"
"1992- 04- 01","777.85","777.85","781.25","775.15","","0.41%"
"1992- 03- 01","774.70","774.70","775.40","767.90","","0.83%"
"1992- 02- 01","768.30","768.30","768.50","763.10","","0.81%"
"1992- 01- 01","762.10","762.10","764.90","757.70","","0.38%"
"1991- 12- 01","759.25","759.25","761.45","753.75","","0.70%"
"1991- 11- 01","754.00","754.00","755.30","749.80","","0.22%"
"1991- 10- 01","752.35","752.35","752.35","742.35","","1.37%"
"1991- 09- 01","742.15","742.15","743.85","734.95","","0.76%"
"1991- 08- 01","736.55","736.55","736.55","725.55","","1.43%"
"1991- 07- 01","726.15","726.15","732.15","722.85","","0.14%"
"1991- 06- 01","725.15","725.15","730.05","722.65","","0.37%"
"1991- 05- 01","722.50","722.50","728.30","722.30","","-0.26%"
"1991- 04- 01","724.35","724.35","726.65","724.15","","-0.05%"
"1991- 03- 01","724.70","724.70","726.20","724.20","","0.10%"
"1991- 02- 01","724.00","724.00","725.30","719.00","","0.70%"
"1991- 01- 01","718.95","718.95","719.75","715.65","","0.32%"
"1990- 12- 01","716.65","716.65","717.85","712.15","","0.65%"
"1990- 11- 01","712.05","712.05","716.25","711.95","","-0.18%"
"1990- 10- 01","713.30","713.30","717.50","713.20","","-0.01%"
"1990- 09- 01","713.40","713.40","717.30","712.90","","-0.02%"
"1990- 08- 01","713.55","713.55","718.05","712.95","","-0.05%"
"1990- 07- 01","713.90","713.90","718.10","713.60","","-0.30%"
"1990- 06- 01","716.05","716.05","717.05","711.35","","0.67%"
"1990- 05- 01","711.25","711.25","711.25","711.25","","0.20%"
"1990- 04- 01","709.80","709.80","709.80","709.80","","0.87%"
"1990- 03- 01","703.70","703.70","703.70","703.70","","1.00%"
"1990- 02- 01","696.70","696.70","696.70","696.70","","1.12%"
"1990- 01- 01","689.00","689.00","689.00","689.00","","1.12%"
"1989- 12- 01","681.40","681.40","681.40","681.40","","0.90%"
"1989- 11- 01","675.30","675.30","675.30","675.30","","0.16%"
"1989- 10- 01","674.20","674.20","674.20","674.20","","0.22%"
"1989- 09- 01","672.70","672.70","672.70","672.70","","0.12%"
"1989- 08- 01","671.90","671.90","671.90","671.90","","0.27%"
"1989- 07- 01","670.10","670.10","670.10","670.10","","0.03%"
"1989- 06- 01","669.90","669.90","669.90","669.90","","0.07%"
"1989- 05- 01","669.40","669.40","669.40","669.40","","0.07%"
"1989- 04- 01","668.90","668.90","668.90","668.90","","-0.84%"
"1989- 03- 01","674.60","674.60","674.60","674.60","","-0.18%"
"1989- 02- 01","675.80","675.80","675.80","675.80","","-1.11%"
"1989- 01- 01","683.40","683.40","683.40","683.40","","-0.58%"
"1988- 12- 01","687.40","687.40","687.40","687.40","","-0.42%"
"1988- 11- 01","690.30","690.30","690.30","690.30","","-1.99%"
"1988- 10- 01","704.30","704.30","704.30","704.30","","-2.44%"
"1988- 09- 01","721.90","721.90","721.90","721.90","","-0.41%"
"1988- 08- 01","724.90","724.90","724.90","724.90","","-0.23%"
"1988- 07- 01","726.60","726.60","726.60","726.60","","-0.68%"
"1988- 06- 01","731.60","731.60","731.60","731.60","","-0.62%"
"1988- 05- 01","736.20","736.20","736.20","736.20","","-0.96%"
"1988- 04- 01","743.30","743.30","743.30","743.30","","-0.84%"
"1988- 03- 01","749.60","749.60","749.60","749.60","","-1.92%"
"1988- 02- 01","764.30","764.30","764.30","764.30","","-2.65%"
"1988- 01- 01","785.10","785.10","785.10","785.10","","-1.36%"
"1987- 12- 01","795.90","795.90","795.90","795.90","","-0.51%"
"1987- 11- 01","800.00","800.00","800.00","800.00","","-0.63%"
"1987- 10- 01","805.10","805.10","805.10","805.10","","-0.54%"
"1987- 09- 01","809.50","809.50","809.50","809.50","","-0.23%"
"1987- 08- 01","811.40","811.40","811.40","811.40","","-0.04%"
"1987- 07- 01","811.70","811.70","811.70","811.70","","-0.11%"
"1987- 06- 01","812.60","812.60","812.60","812.60","","-1.67%"
"1987- 05- 01","826.40","826.40","826.40","826.40","","-1.37%"
"1987- 04- 01","837.90","837.90","837.90","837.90","","-1.52%"
"1987- 03- 01","850.80","850.80","850.80","850.80","","-0.91%"
"1987- 02- 01","858.60","858.60","858.60","858.60","","-0.23%"
"1987- 01- 01","860.60","860.60","860.60","860.60","","-0.53%"
"1986- 12- 01","865.20","865.20","865.20","865.20","","-0.59%"
"1986- 11- 01","870.30","870.30","870.30","870.30","","-0.79%"
"1986- 10- 01","877.20","877.20","877.20","877.20","","-0.43%"
"1986- 09- 01","881.00","881.00","881.00","881.00","","-0.46%"
"1986- 08- 01","885.10","885.10","885.10","885.10","","-0.44%"
"1986- 07- 01","889.00","889.00","889.00","889.00","","0.01%"
"1986- 06- 01","888.90","888.90","888.90","888.90","","-0.30%"
"1986- 05- 01","891.60","891.60","891.60","891.60","","0.47%"
"1986- 04- 01","887.40","887.40","887.40","887.40","","-0.01%"
"1986- 03- 01","887.50","887.50","887.50","887.50","","0.16%"
"1986- 02- 01","886.10","886.10","886.10","886.10","","-0.55%"
"1986- 01- 01","891.00","891.00","891.00","891.00","","-0.17%"
"1985- 12- 01","892.50","892.50","892.50","892.50","","0.09%"
"1985- 11- 01","891.70","891.70","891.70","891.70","","-0.31%"
"1985- 10- 01","894.50","894.50","894.50","894.50","","0.06%"
"1985- 09- 01","894.00","894.00","894.00","894.00","","0.76%"
"1985- 08- 01","887.30","887.30","887.30","887.30","","1.00%"
"1985- 07- 01","878.50","878.50","878.50","878.50","","0.26%"
"1985- 06- 01","876.20","876.20","876.20","876.20","","0.34%"
"1985- 05- 01","873.20","873.20","873.20","873.20","","0.59%"
"1985- 04- 01","868.10","868.10","868.10","868.10","","1.77%"
"1985- 03- 01","853.00","853.00","853.00","853.00","","0.95%"
"1985- 02- 01","845.00","845.00","845.00","845.00","","1.48%"
"1985- 01- 01","832.70","832.70","832.70","832.70","","0.39%"
"1984- 12- 01","829.50","829.50","829.50","829.50","","0.77%"
"1984- 11- 01","823.20","823.20","823.20","823.20","","0.45%"
"1984- 10- 01","819.50","819.50","819.50","819.50","","0.38%"
"1984- 09- 01","816.40","816.40","816.40","816.40","","0.69%"
"1984- 08- 01","810.80","810.80","810.80","810.80","","-0.33%"
"1984- 07- 01","813.50","813.50","813.50","813.50","","0.88%"
"1984- 06- 01","806.40","806.40","806.40","806.40","","0.76%"
"1984- 05- 01","800.30","800.30","800.30","800.30","","0.09%"
"1984- 04- 01","799.60","799.60","799.60","799.60","","0.84%"
"1984- 03- 01","792.90","792.90","792.90","792.90","","-0.30%"
"1984- 02- 01","795.30","795.30","795.30","795.30","","-0.75%"
"1984- 01- 01","801.30","801.30","801.30","801.30","","0.14%"
"1983- 12- 01","800.15","800.15","800.15","800.15","","0.36%"
"1983- 11- 01","797.25","797.25","797.25","797.25","","0.53%"
"1983- 10- 01","793.05","793.05","793.05","793.05","","0.27%"
"1983- 09- 01","790.95","790.95","790.95","790.95","","0.09%"
"1983- 08- 01","790.25","790.25","790.25","790.25","","1.06%"
"1983- 07- 01","781.95","781.95","781.95","781.95","","0.59%"
"1983- 06- 01","777.35","777.35","777.35","777.35","","0.86%"
"1983- 05- 01","770.75","770.75","770.75","770.75","","0.47%"
"1983- 04- 01","767.15","767.15","767.15","767.15","","0.47%"
"1983- 03- 01","763.55","763.55","763.55","763.55","","1.50%"
"1983- 02- 01","752.25","752.25","752.25","752.25","","0.15%"
"1983- 01- 01","751.15","751.15","751.15","751.15","","0.43%"
"1982- 12- 01","747.95","747.95","747.95","747.95","","0.31%"
"1982- 11- 01","745.65","745.65","745.65","745.65","","0.13%"
"1982- 10- 01","744.65","744.65","744.65","744.65","","0.22%"
"1982- 09- 01","743.05","743.05","743.05","743.05","","-0.25%"
"1982- 08- 01","744.90","744.90","744.90","744.90","","0.15%"
"1982- 07- 01","743.80","743.80","743.80","743.80","","0.34%"
"1982- 06- 01","741.30","741.30","741.30","741.30","","1.31%"
"1982- 05- 01","731.75","731.75","731.75","731.75","","1.36%"
"1982- 04- 01","721.95","721.95","721.95","721.95","","0.53%"
"1982- 03- 01","718.15","718.15","718.15","718.15","","0.94%"
"1982- 02- 01","711.45","711.45","711.45","711.45","","0.41%"
"1982- 01- 01","708.55","708.55","708.55","708.55","","1.11%"
"1981- 12- 01","700.75","700.75","700.75","700.75","","1.57%"
"1981- 11- 01","689.90","689.90","689.90","689.90","","0.24%"
"1981- 10- 01","688.25","688.25","688.25","688.25","","1.03%"
"1981- 09- 01","681.25","681.25","681.25","681.25","","-0.96%"
"1981- 08- 01","687.85","687.85","687.85","687.85","","0.13%"
"1981- 07- 01","686.95","686.95","686.95","686.95","","0.55%"
"1981- 06- 01","683.20","683.20","683.20","683.20","","-0.18%"
"1981- 05- 01","684.40","684.40","684.40","684.40","","0.81%"
