date,open,high,low,close,volume
2022-01-03 09:00:00+09:00,0.9999,0.9999,0.9998,0.9998,2235083.0
2022-01-03 10:00:00+09:00,0.9998,0.9999,0.9998,0.9999,848595.0
2022-01-03 11:00:00+09:00,0.9999,0.9999,0.9998,0.9999,1406825.0
2022-01-03 12:00:00+09:00,0.9999,0.9999,0.9998,0.9999,1209256.0
2022-01-03 13:00:00+09:00,0.9999,0.9999,0.9998,0.9999,1484333.0
2022-01-03 14:00:00+09:00,0.9999,0.9999,0.9998,0.9999,1482778.0
2022-01-03 15:00:00+09:00,0.9999,0.9999,0.9998,0.9999,906475.0
2022-01-03 16:00:00+09:00,0.9999,0.9999,0.9998,0.9998,1066617.0
2022-01-03 17:00:00+09:00,0.9999,0.9999,0.9998,0.9999,4804433.0
2022-01-03 18:00:00+09:00,0.9998,0.9999,0.9998,0.9999,2991669.0
2022-01-03 19:00:00+09:00,0.9999,0.9999,0.9998,0.9999,3127663.0
2022-01-03 20:00:00+09:00,0.9999,0.9999,0.9998,0.9999,3948685.0
2022-01-03 21:00:00+09:00,0.9999,0.9999,0.9998,0.9998,3801285.0
2022-01-03 22:00:00+09:00,0.9999,0.9999,0.9998,0.9999,3819825.0
2022-01-03 23:00:00+09:00,0.9998,0.9999,0.9998,0.9999,4640800.0
2022-01-04 00:00:00+09:00,0.9998,1.0001,0.9998,1.0001,8120921.0
2022-01-04 01:00:00+09:00,1.0,1.0001,1.0,1.0001,10646204.0
2022-01-04 02:00:00+09:00,1.0001,1.0001,1.0,1.0,3816934.0
2022-01-04 03:00:00+09:00,1.0,1.0001,1.0,1.0001,3781231.0
2022-01-04 04:00:00+09:00,1.0001,1.0001,1.0,1.0,3012243.0
2022-01-04 05:00:00+09:00,1.0,1.0001,1.0,1.0001,5075766.0
2022-01-04 06:00:00+09:00,1.0001,1.0001,1.0,1.0,4694588.0
2022-01-04 07:00:00+09:00,1.0,1.0004,1.0,1.0003,10255937.0
2022-01-04 08:00:00+09:00,1.0002,1.0003,1.0001,1.0002,4326747.0
2022-01-04 09:00:00+09:00,1.0002,1.0002,1.0001,1.0002,2647339.0
2022-01-04 10:00:00+09:00,1.0002,1.0002,1.0001,1.0001,2672322.0
2022-01-04 11:00:00+09:00,1.0001,1.0002,1.0,1.0001,5308179.0
2022-01-04 12:00:00+09:00,1.0001,1.0001,1.0,1.0001,4367983.0
2022-01-04 13:00:00+09:00,1.0,1.0002,1.0,1.0002,4722658.0
2022-01-04 14:00:00+09:00,1.0001,1.0002,1.0001,1.0001,3166676.0
2022-01-04 15:00:00+09:00,1.0002,1.0002,1.0001,1.0002,6277649.0
2022-01-04 16:00:00+09:00,1.0001,1.0002,1.0001,1.0002,5629715.0
2022-01-04 17:00:00+09:00,1.0001,1.0002,1.0001,1.0002,5346264.0
2022-01-04 18:00:00+09:00,1.0002,1.0002,1.0001,1.0001,4707942.0
2022-01-04 19:00:00+09:00,1.0002,1.0003,1.0001,1.0003,6761317.0
2022-01-04 20:00:00+09:00,1.0002,1.0003,1.0001,1.0002,5347196.0
2022-01-04 21:00:00+09:00,1.0002,1.0002,1.0,1.0001,10460880.0
2022-01-04 22:00:00+09:00,1.0001,1.0001,1.0,1.0001,10289614.0
2022-01-04 23:00:00+09:00,1.0,1.0001,1.0,1.0,6530306.0
2022-01-05 00:00:00+09:00,1.0,1.0002,1.0,1.0002,10216737.0
2022-01-05 01:00:00+09:00,1.0002,1.0003,1.0001,1.0002,5000458.0
2022-01-05 02:00:00+09:00,1.0002,1.0003,1.0001,1.0001,4923251.0
2022-01-05 03:00:00+09:00,1.0001,1.0002,1.0001,1.0001,6848706.0
2022-01-05 04:00:00+09:00,1.0002,1.0002,1.0001,1.0001,5168208.0
2022-01-05 05:00:00+09:00,1.0001,1.0002,1.0001,1.0001,2863097.0
2022-01-05 06:00:00+09:00,1.0002,1.0002,1.0001,1.0002,1931573.0
2022-01-05 07:00:00+09:00,1.0001,1.0002,1.0001,1.0002,2309048.0
2022-01-05 08:00:00+09:00,1.0001,1.0002,1.0001,1.0002,2056996.0
2022-01-05 09:00:00+09:00,1.0002,1.0002,1.0001,1.0002,3568130.0
2022-01-05 10:00:00+09:00,1.0001,1.0002,1.0001,1.0001,1559879.0
2022-01-05 11:00:00+09:00,1.0001,1.0002,1.0001,1.0002,1488500.0
2022-01-05 12:00:00+09:00,1.0001,1.0002,1.0001,1.0002,1813548.0
2022-01-05 13:00:00+09:00,1.0001,1.0002,1.0001,1.0001,2254257.0
2022-01-05 14:00:00+09:00,1.0002,1.0002,1.0001,1.0001,1601443.0
2022-01-05 15:00:00+09:00,1.0001,1.0002,1.0001,1.0001,1954081.0
2022-01-05 16:00:00+09:00,1.0002,1.0002,1.0001,1.0001,5713692.0
2022-01-05 17:00:00+09:00,1.0002,1.0002,1.0,1.0,8291080.0
2022-01-05 18:00:00+09:00,1.0,1.0001,1.0,1.0001,3351491.0
2022-01-05 19:00:00+09:00,1.0001,1.0001,1.0,1.0,3048712.0
2022-01-05 20:00:00+09:00,1.0,1.0001,1.0,1.0001,2723248.0
2022-01-05 21:00:00+09:00,1.0001,1.0001,1.0,1.0001,3533670.0
2022-01-05 22:00:00+09:00,1.0001,1.0001,1.0,1.0001,3853286.0
2022-01-05 23:00:00+09:00,1.0,1.0002,1.0,1.0001,9178457.0
2022-01-06 00:00:00+09:00,1.0002,1.0002,1.0001,1.0001,5217219.0
2022-01-06 01:00:00+09:00,1.0002,1.0002,1.0,1.0001,5218099.0
2022-01-06 02:00:00+09:00,1.0001,1.0001,1.0,1.0,6273787.0
2022-01-06 03:00:00+09:00,1.0,1.0001,1.0,1.0,8029962.0
2022-01-06 04:00:00+09:00,1.0001,1.0001,1.0,1.0001,13552069.0
2022-01-06 05:00:00+09:00,1.0001,1.0001,1.0,1.0001,11195458.0
2022-01-06 06:00:00+09:00,1.0001,1.0001,1.0,1.0,7291373.0
2022-01-06 07:00:00+09:00,1.0,1.0001,1.0,1.0,19418261.0
2022-01-06 08:00:00+09:00,1.0,1.0001,1.0,1.0,7078405.0
2022-01-06 09:00:00+09:00,1.0001,1.0001,1.0,1.0,6447516.0
2022-01-06 10:00:00+09:00,1.0001,1.0001,1.0,1.0,4190004.0
2022-01-06 11:00:00+09:00,1.0,1.0001,1.0,1.0,4585536.0
2022-01-06 12:00:00+09:00,1.0001,1.0001,1.0,1.0001,7180973.0
2022-01-06 13:00:00+09:00,1.0,1.0001,1.0,1.0001,11550154.0
2022-01-06 14:00:00+09:00,1.0,1.0001,1.0,1.0001,5015358.0
2022-01-06 15:00:00+09:00,1.0,1.0002,1.0,1.0001,7994022.0
2022-01-06 16:00:00+09:00,1.0001,1.0002,1.0001,1.0001,4800973.0
2022-01-06 17:00:00+09:00,1.0001,1.0002,1.0001,1.0002,5000309.0
2022-01-06 18:00:00+09:00,1.0001,1.0002,1.0001,1.0001,8601342.0
2022-01-06 19:00:00+09:00,1.0001,1.0002,1.0001,1.0002,4505885.0
2022-01-06 20:00:00+09:00,1.0001,1.0002,1.0001,1.0001,4667439.0
2022-01-06 21:00:00+09:00,1.0001,1.0004,1.0001,1.0004,5924836.0
2022-01-06 22:00:00+09:00,1.0004,1.0004,1.0003,1.0004,7653194.0
2022-01-06 23:00:00+09:00,1.0003,1.0004,1.0003,1.0003,7910830.0
2022-01-07 00:00:00+09:00,1.0003,1.0006,1.0003,1.0003,15873520.0
2022-01-07 01:00:00+09:00,1.0004,1.0004,1.0003,1.0003,2575114.0
2022-01-07 02:00:00+09:00,1.0003,1.0004,1.0002,1.0002,6564165.0
2022-01-07 03:00:00+09:00,1.0002,1.0003,1.0,1.0,9036432.0
2022-01-07 04:00:00+09:00,1.0,1.0001,1.0,1.0,3029336.0
2022-01-07 05:00:00+09:00,1.0001,1.0001,1.0,1.0001,5145178.0
2022-01-07 06:00:00+09:00,1.0001,1.0001,1.0,1.0,3938798.0
2022-01-07 07:00:00+09:00,1.0001,1.0001,1.0,1.0001,3076308.0
2022-01-07 08:00:00+09:00,1.0,1.0001,1.0,1.0001,1560813.0
2022-01-07 09:00:00+09:00,1.0001,1.0001,1.0,1.0001,3243129.0
2022-01-07 10:00:00+09:00,1.0001,1.0002,1.0,1.0002,3139789.0
2022-01-07 11:00:00+09:00,1.0002,1.0002,1.0001,1.0001,2116746.0
2022-01-07 12:00:00+09:00,1.0002,1.0005,1.0001,1.0004,22205580.0
2022-01-07 13:00:00+09:00,1.0003,1.0004,1.0003,1.0003,11097030.0
2022-01-07 14:00:00+09:00,1.0003,1.0004,1.0003,1.0003,5003245.0
2022-01-07 15:00:00+09:00,1.0004,1.0004,1.0003,1.0003,8099697.0
2022-01-07 16:00:00+09:00,1.0003,1.0004,1.0003,1.0003,3988208.0
2022-01-07 17:00:00+09:00,1.0003,1.0005,1.0003,1.0004,19081543.0
2022-01-07 18:00:00+09:00,1.0004,1.0005,1.0004,1.0004,14745659.0
2022-01-07 19:00:00+09:00,1.0004,1.0005,1.0004,1.0004,10512232.0
2022-01-07 20:00:00+09:00,1.0004,1.0005,1.0004,1.0004,4268047.0
2022-01-07 21:00:00+09:00,1.0004,1.0005,1.0004,1.0004,3077726.0
2022-01-07 22:00:00+09:00,1.0004,1.0005,1.0004,1.0004,4932761.0
2022-01-07 23:00:00+09:00,1.0005,1.0005,1.0004,1.0004,7479603.0
2022-01-08 00:00:00+09:00,1.0004,1.0006,1.0004,1.0004,11038247.0
2022-01-08 01:00:00+09:00,1.0004,1.0005,1.0003,1.0004,9409100.0
2022-01-08 02:00:00+09:00,1.0003,1.0004,1.0003,1.0004,3766023.0
2022-01-08 03:00:00+09:00,1.0003,1.0004,1.0003,1.0003,2561742.0
2022-01-08 04:00:00+09:00,1.0003,1.0004,1.0002,1.0002,5424517.0
2022-01-08 05:00:00+09:00,1.0003,1.0003,1.0002,1.0003,2592235.0
2022-01-08 06:00:00+09:00,1.0002,1.0003,1.0002,1.0003,4116384.0
2022-01-08 07:00:00+09:00,1.0002,1.0003,1.0002,1.0002,5197069.0
2022-01-08 08:00:00+09:00,1.0003,1.0004,1.0002,1.0002,4219301.0
2022-01-08 09:00:00+09:00,1.0003,1.0003,1.0002,1.0003,4906078.0
2022-01-08 10:00:00+09:00,1.0003,1.0004,1.0002,1.0003,3502975.0
2022-01-08 11:00:00+09:00,1.0004,1.0004,1.0003,1.0004,3824585.0
2022-01-08 12:00:00+09:00,1.0003,1.0004,1.0003,1.0003,4535673.0
2022-01-08 13:00:00+09:00,1.0004,1.0004,1.0003,1.0003,4220790.0
2022-01-08 14:00:00+09:00,1.0003,1.0004,1.0003,1.0004,4728457.0
2022-01-08 15:00:00+09:00,1.0003,1.0004,1.0003,1.0003,3910860.0
2022-01-08 16:00:00+09:00,1.0003,1.0004,1.0003,1.0003,1570958.0
2022-01-08 17:00:00+09:00,1.0004,1.0004,1.0002,1.0002,7782024.0
2022-01-08 18:00:00+09:00,1.0003,1.0005,1.0002,1.0003,14741891.0
2022-01-08 19:00:00+09:00,1.0003,1.0004,1.0002,1.0003,3205892.0
2022-01-08 20:00:00+09:00,1.0003,1.0003,1.0,1.0002,10235872.0
2022-01-08 21:00:00+09:00,1.0001,1.0002,1.0001,1.0001,2881944.0
2022-01-08 22:00:00+09:00,1.0001,1.0002,1.0001,1.0001,2273666.0
2022-01-08 23:00:00+09:00,1.0002,1.0002,1.0001,1.0001,3955932.0
2022-01-09 00:00:00+09:00,1.0001,1.0002,1.0001,1.0002,3009058.0
2022-01-09 01:00:00+09:00,1.0001,1.0002,1.0001,1.0001,3896517.0
2022-01-09 02:00:00+09:00,1.0001,1.0002,1.0001,1.0002,5671274.0
2022-01-09 03:00:00+09:00,1.0002,1.0002,1.0001,1.0002,9573896.0
2022-01-09 04:00:00+09:00,1.0002,1.0002,1.0001,1.0001,6028758.0
2022-01-09 05:00:00+09:00,1.0001,1.0002,1.0001,1.0002,4061961.0
2022-01-09 06:00:00+09:00,1.0002,1.0002,1.0001,1.0002,4929441.0
2022-01-09 07:00:00+09:00,1.0002,1.0002,1.0001,1.0002,4705054.0
2022-01-09 08:00:00+09:00,1.0001,1.0002,1.0001,1.0002,5868099.0
2022-01-09 09:00:00+09:00,1.0002,1.0002,1.0001,1.0002,2553424.0
2022-01-09 10:00:00+09:00,1.0001,1.0002,1.0001,1.0001,4852625.0
2022-01-09 11:00:00+09:00,1.0001,1.0002,1.0001,1.0001,3635400.0
2022-01-09 12:00:00+09:00,1.0001,1.0002,1.0001,1.0001,3038275.0
2022-01-09 13:00:00+09:00,1.0001,1.0002,1.0001,1.0001,3768888.0
2022-01-09 14:00:00+09:00,1.0002,1.0002,1.0001,1.0001,2806001.0
2022-01-09 15:00:00+09:00,1.0001,1.0002,1.0001,1.0001,2302165.0
2022-01-09 16:00:00+09:00,1.0002,1.0002,1.0001,1.0001,2186023.0
2022-01-09 17:00:00+09:00,1.0001,1.0002,1.0001,1.0001,2535625.0
2022-01-09 18:00:00+09:00,1.0002,1.0002,1.0001,1.0001,2464215.0
2022-01-09 19:00:00+09:00,1.0002,1.0002,1.0001,1.0002,2829592.0
2022-01-09 20:00:00+09:00,1.0002,1.0002,1.0001,1.0001,7189428.0
2022-01-09 21:00:00+09:00,1.0001,1.0002,1.0001,1.0001,3227531.0
2022-01-09 22:00:00+09:00,1.0001,1.0002,1.0001,1.0001,2175094.0
2022-01-09 23:00:00+09:00,1.0001,1.0003,1.0001,1.0003,3181793.0
2022-01-10 00:00:00+09:00,1.0002,1.0003,1.0002,1.0002,4810937.0
2022-01-10 01:00:00+09:00,1.0002,1.0003,1.0002,1.0002,5474312.0
2022-01-10 02:00:00+09:00,1.0003,1.0003,1.0002,1.0002,8825503.0
2022-01-10 03:00:00+09:00,1.0003,1.0003,1.0002,1.0002,5940007.0
2022-01-10 04:00:00+09:00,1.0002,1.0003,1.0,1.0,9145437.0
2022-01-10 05:00:00+09:00,1.0,1.0001,1.0,1.0,7805044.0
2022-01-10 06:00:00+09:00,1.0,1.0001,1.0,1.0,1636244.0
2022-01-10 07:00:00+09:00,1.0001,1.0001,1.0,1.0,2107562.0
2022-01-10 08:00:00+09:00,1.0001,1.0002,1.0,1.0001,2373945.0
2022-01-10 09:00:00+09:00,1.0001,1.0002,1.0001,1.0002,1521857.0
2022-01-10 10:00:00+09:00,1.0001,1.0002,1.0001,1.0002,3138419.0
2022-01-10 11:00:00+09:00,1.0002,1.0002,1.0001,1.0001,1870851.0
2022-01-10 12:00:00+09:00,1.0001,1.0002,1.0001,1.0001,3530103.0
2022-01-10 13:00:00+09:00,1.0001,1.0002,1.0001,1.0001,2338783.0
2022-01-10 14:00:00+09:00,1.0001,1.0002,1.0001,1.0002,1638941.0
2022-01-10 15:00:00+09:00,1.0001,1.0002,1.0001,1.0002,2593049.0
2022-01-10 16:00:00+09:00,1.0001,1.0002,1.0001,1.0001,2015198.0
2022-01-10 17:00:00+09:00,1.0001,1.0002,1.0001,1.0001,1660240.0
2022-01-10 18:00:00+09:00,1.0001,1.0002,1.0001,1.0001,1795094.0
2022-01-10 19:00:00+09:00,1.0001,1.0002,1.0001,1.0001,3313914.0
2022-01-10 20:00:00+09:00,1.0001,1.0002,1.0001,1.0002,7060759.0
2022-01-10 21:00:00+09:00,1.0001,1.0002,1.0001,1.0001,9442083.0
2022-01-10 22:00:00+09:00,1.0001,1.0002,1.0001,1.0001,7313627.0
2022-01-10 23:00:00+09:00,1.0001,1.0002,1.0001,1.0001,12415557.0
2022-01-11 00:00:00+09:00,1.0001,1.0002,1.0001,1.0001,7657272.0
2022-01-11 01:00:00+09:00,1.0001,1.0002,1.0,1.0001,9387601.0
2022-01-11 02:00:00+09:00,1.0001,1.0001,1.0,1.0001,5482309.0
2022-01-11 03:00:00+09:00,1.0,1.0001,1.0,1.0,4677019.0
2022-01-11 04:00:00+09:00,1.0,1.0001,1.0,1.0,3372899.0
2022-01-11 05:00:00+09:00,1.0,1.0001,1.0,1.0001,3885581.0
2022-01-11 06:00:00+09:00,1.0,1.0001,1.0,1.0,3335562.0
2022-01-11 07:00:00+09:00,1.0,1.0001,1.0,1.0001,1388445.0
2022-01-11 08:00:00+09:00,1.0,1.0001,1.0,1.0,1828503.0
2022-01-11 09:00:00+09:00,1.0001,1.0001,1.0,1.0,4172408.0
2022-01-11 10:00:00+09:00,1.0,1.0001,1.0,1.0001,3675361.0
2022-01-11 11:00:00+09:00,1.0001,1.0001,1.0,1.0,3350853.0
2022-01-11 12:00:00+09:00,1.0001,1.0001,1.0,1.0001,3417465.0
2022-01-11 13:00:00+09:00,1.0,1.0001,1.0,1.0,2460073.0
2022-01-11 14:00:00+09:00,1.0,1.0001,1.0,1.0,2831588.0
2022-01-11 15:00:00+09:00,1.0,1.0001,1.0,1.0001,2019451.0
2022-01-11 16:00:00+09:00,1.0,1.0001,1.0,1.0,1455248.0
2022-01-11 17:00:00+09:00,1.0,1.0001,1.0,1.0001,3879242.0
2022-01-11 18:00:00+09:00,1.0001,1.0001,1.0,1.0,7557721.0
2022-01-11 19:00:00+09:00,1.0,1.0001,1.0,1.0001,8238636.0
2022-01-11 20:00:00+09:00,1.0,1.0001,1.0,1.0,5206353.0
2022-01-11 21:00:00+09:00,1.0,1.0001,0.9996,0.9996,14158622.0
2022-01-11 22:00:00+09:00,0.9997,0.9998,0.9996,0.9998,8170495.0
2022-01-11 23:00:00+09:00,0.9998,0.9998,0.9997,0.9998,5330102.0
2022-01-12 00:00:00+09:00,0.9997,0.9998,0.9997,0.9997,4399714.0
2022-01-12 01:00:00+09:00,0.9998,0.9998,0.9997,0.9998,8787800.0
2022-01-12 02:00:00+09:00,0.9997,0.9998,0.9997,0.9998,11700032.0
2022-01-12 03:00:00+09:00,0.9998,0.9998,0.9997,0.9997,5191451.0
2022-01-12 04:00:00+09:00,0.9998,0.9998,0.9997,0.9997,2598908.0
2022-01-12 05:00:00+09:00,0.9997,0.9998,0.9997,0.9997,5108360.0
2022-01-12 06:00:00+09:00,0.9997,0.9998,0.9997,0.9997,2115976.0
2022-01-12 07:00:00+09:00,0.9997,0.9998,0.9997,0.9998,3069677.0
2022-01-12 08:00:00+09:00,0.9998,0.9998,0.9993,0.9995,13010791.0
2022-01-12 09:00:00+09:00,0.9994,0.9995,0.9994,0.9995,5241923.0
2022-01-12 10:00:00+09:00,0.9994,0.9996,0.9994,0.9996,2816601.0
2022-01-12 11:00:00+09:00,0.9995,0.9996,0.9995,0.9996,2704638.0
2022-01-12 12:00:00+09:00,0.9995,0.9996,0.9995,0.9996,4448356.0
2022-01-12 13:00:00+09:00,0.9996,0.9996,0.9994,0.9994,12855220.0
2022-01-12 14:00:00+09:00,0.9995,0.9996,0.9994,0.9996,3759018.0
2022-01-12 15:00:00+09:00,0.9996,0.9996,0.9995,0.9996,2389532.0
2022-01-12 16:00:00+09:00,0.9995,0.9996,0.9995,0.9995,4094247.0
2022-01-12 17:00:00+09:00,0.9996,0.9996,0.9995,0.9995,2275143.0
2022-01-12 18:00:00+09:00,0.9995,0.9996,0.9995,0.9995,5163605.0
2022-01-12 19:00:00+09:00,0.9996,0.9996,0.9995,0.9996,4025185.0
2022-01-12 20:00:00+09:00,0.9996,0.9996,0.9994,0.9996,17202243.0
2022-01-12 21:00:00+09:00,0.9996,0.9996,0.9995,0.9995,5669479.0
2022-01-12 22:00:00+09:00,0.9996,0.9996,0.9995,0.9995,8916753.0
2022-01-12 23:00:00+09:00,0.9996,0.9996,0.9995,0.9996,13959452.0
2022-01-13 00:00:00+09:00,0.9996,0.9996,0.9995,0.9996,6663665.0
2022-01-13 01:00:00+09:00,0.9996,0.9996,0.9995,0.9995,5299907.0
2022-01-13 02:00:00+09:00,0.9996,0.9996,0.9995,0.9996,5489934.0
2022-01-13 03:00:00+09:00,0.9995,0.9996,0.9995,0.9996,3536445.0
2022-01-13 04:00:00+09:00,0.9995,0.9996,0.9995,0.9996,4718199.0
2022-01-13 05:00:00+09:00,0.9995,0.9996,0.9995,0.9995,2747496.0
2022-01-13 06:00:00+09:00,0.9996,0.9996,0.9995,0.9995,4019419.0
2022-01-13 07:00:00+09:00,0.9996,0.9996,0.9995,0.9996,5859500.0
2022-01-13 08:00:00+09:00,0.9995,0.9996,0.9995,0.9995,4115087.0
2022-01-13 09:00:00+09:00,0.9996,0.9996,0.9995,0.9996,5551279.0
2022-01-13 10:00:00+09:00,0.9996,0.9996,0.9995,0.9995,3395481.0
2022-01-13 11:00:00+09:00,0.9996,0.9996,0.9995,0.9995,1529996.0
2022-01-13 12:00:00+09:00,0.9995,0.9996,0.9995,0.9996,4581445.0
2022-01-13 13:00:00+09:00,0.9995,0.9996,0.9995,0.9995,1967011.0
2022-01-13 14:00:00+09:00,0.9995,0.9996,0.9995,0.9996,1493550.0
2022-01-13 15:00:00+09:00,0.9995,0.9996,0.9995,0.9996,2804386.0
2022-01-13 16:00:00+09:00,0.9995,0.9996,0.9995,0.9995,4727134.0
2022-01-13 17:00:00+09:00,0.9995,0.9996,0.9995,0.9996,3288316.0
2022-01-13 18:00:00+09:00,0.9996,0.9996,0.9993,0.9994,9158221.0
2022-01-13 19:00:00+09:00,0.9994,0.9994,0.9993,0.9993,4472381.0
2022-01-13 20:00:00+09:00,0.9994,0.9994,0.9992,0.9994,18458538.0
2022-01-13 21:00:00+09:00,0.9994,0.9995,0.9993,0.9994,3712823.0
2022-01-13 22:00:00+09:00,0.9994,0.9995,0.9994,0.9995,5440373.0
2022-01-13 23:00:00+09:00,0.9995,0.9995,0.9994,0.9994,5435013.0
2022-01-14 00:00:00+09:00,0.9995,0.9995,0.9994,0.9995,5493012.0
2022-01-14 01:00:00+09:00,0.9994,0.9995,0.9994,0.9995,7246096.0
2022-01-14 02:00:00+09:00,0.9994,0.9995,0.9994,0.9995,4905826.0
2022-01-14 03:00:00+09:00,0.9995,0.9995,0.9994,0.9994,7670582.0
2022-01-14 04:00:00+09:00,0.9994,0.9995,0.9994,0.9994,4862789.0
2022-01-14 05:00:00+09:00,0.9995,0.9995,0.9994,0.9995,3345107.0
2022-01-14 06:00:00+09:00,0.9995,0.9995,0.9994,0.9994,2461803.0
2022-01-14 07:00:00+09:00,0.9995,0.9995,0.9994,0.9995,2496093.0
2022-01-14 08:00:00+09:00,0.9995,0.9995,0.9994,0.9995,2300188.0
2022-01-14 09:00:00+09:00,0.9995,0.9995,0.9994,0.9994,2133185.0
2022-01-14 10:00:00+09:00,0.9995,0.9995,0.9994,0.9995,2204443.0
2022-01-14 11:00:00+09:00,0.9995,0.9995,0.9994,0.9995,3043788.0
2022-01-14 12:00:00+09:00,0.9995,0.9995,0.9994,0.9995,2749239.0
2022-01-14 13:00:00+09:00,0.9995,0.9995,0.9994,0.9995,3705930.0
2022-01-14 14:00:00+09:00,0.9995,0.9995,0.9994,0.9995,3894658.0
2022-01-14 15:00:00+09:00,0.9994,0.9995,0.9994,0.9994,2124939.0
2022-01-14 16:00:00+09:00,0.9995,0.9995,0.9994,0.9994,3467603.0
2022-01-14 17:00:00+09:00,0.9995,0.9995,0.9994,0.9995,3533860.0
2022-01-14 18:00:00+09:00,0.9995,0.9995,0.9994,0.9994,7205498.0
2022-01-14 19:00:00+09:00,0.9994,0.9995,0.9994,0.9994,4568133.0
2022-01-14 20:00:00+09:00,0.9994,0.9996,0.9994,0.9996,13032650.0
2022-01-14 21:00:00+09:00,0.9996,0.9996,0.9995,0.9996,6165193.0
2022-01-14 22:00:00+09:00,0.9995,1.0,0.9995,0.9999,6242895.0
2022-01-14 23:00:00+09:00,1.0,1.0,0.9999,0.9999,6432301.0
2022-01-15 00:00:00+09:00,0.9999,1.0,0.9999,1.0,6996872.0
2022-01-15 01:00:00+09:00,0.9999,1.0,0.9996,0.9997,8382237.0
