,date,통계표,계정항목,금융기관 유형코드,단위,변환,value,log_yoy,credit_log_yoy_z
56,2007-09-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,270098.0,0.023180509351254486,-1.1870227140237495
57,2007-10-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,321247.0,0.16881185302807822,1.0891196596775152
58,2007-11-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,302120.0,0.12514990326937436,0.406706029101247
59,2007-12-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,310086.0,0.15737648907614066,0.9103908517674411
60,2008-01-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,320452.0,0.10944224757397336,0.16120351695555937
61,2008-02-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,290531.0,0.17631822448429801,1.2064403525508764
62,2008-03-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,324227.0,0.19021812978716746,1.4236886636047492
63,2008-04-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,345965.0,0.2339871820569428,2.1077762508830897
64,2008-05-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,346150.0,0.14365322453300422,0.6959033441779879
65,2008-06-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,345232.0,0.21385828362194204,1.7931720076817983
66,2008-07-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,377775.0,0.20323841986749613,1.6271890449202222
67,2008-08-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,351641.0,0.12802754498756208,0.4516820767413262
68,2008-09-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,358360.0,0.28275321162316125,2.8699640017505095
69,2008-10-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,364566.0,0.12649730737195064,0.4277652564278768
70,2008-11-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,336327.0,0.1072596115376836,0.12709004767664392
71,2008-12-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,386178.0,0.21944872470848154,1.880547702525285
72,2009-01-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,349171.0,0.08582927439832666,-0.20785500751587396
73,2009-02-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,337016.0,0.1484201238070071,0.7704075076004013
74,2009-03-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,396240.0,0.20057620052141623,1.5855799372328907
75,2009-04-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,388690.0,0.11644449687391933,0.27064504197640893
76,2009-05-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,391203.0,0.12235439971887985,0.363013758423355
77,2009-06-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,421693.0,0.20006090633940943,1.5775261564122578
78,2009-07-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,429772.0,0.12895605520665043,0.46619420991762667
