재별 및 상품군별,1995.01,1995.02,1995.03,1995.04,1995.05,1995.06,1995.07,1995.08,1995.09,1995.10,1995.11,1995.12,1996.01,1996.02,1996.03,1996.04,1996.05,1996.06,1996.07,1996.08,1996.09,1996.10,1996.11,1996.12,1997.01,1997.02,1997.03,1997.04,1997.05,1997.06,1997.07,1997.08,1997.09,1997.10,1997.11,1997.12,1998.01,1998.02,1998.03,1998.04,1998.05,1998.06,1998.07,1998.08,1998.09,1998.10,1998.11,1998.12,1999.01,1999.02,1999.03,1999.04,1999.05,1999.06,1999.07,1999.08,1999.09,1999.10,1999.11,1999.12,2000.01,2000.02,2000.03,2000.04,2000.05,2000.06,2000.07,2000.08,2000.09,2000.10,2000.11,2000.12,2001.01,2001.02,2001.03,2001.04,2001.05,2001.06,2001.07,2001.08,2001.09,2001.10,2001.11,2001.12,2002.01,2002.02,2002.03,2002.04,2002.05,2002.06,2002.07,2002.08,2002.09,2002.10,2002.11,2002.12,2003.01,2003.02,2003.03,2003.04,2003.05,2003.06,2003.07,2003.08,2003.09,2003.10,2003.11,2003.12,2004.01,2004.02,2004.03,2004.04,2004.05,2004.06,2004.07,2004.08,2004.09,2004.10,2004.11,2004.12,2005.01,2005.02,2005.03,2005.04,2005.05,2005.06,2005.07,2005.08,2005.09,2005.10,2005.11,2005.12,2006.01,2006.02,2006.03,2006.04,2006.05,2006.06,2006.07,2006.08,2006.09,2006.10,2006.11,2006.12,2007.01,2007.02,2007.03,2007.04,2007.05,2007.06,2007.07,2007.08,2007.09,2007.10,2007.11,2007.12,2008.01,2008.02,2008.03,2008.04,2008.05,2008.06,2008.07,2008.08,2008.09,2008.10,2008.11,2008.12,2009.01,2009.02,2009.03,2009.04,2009.05,2009.06,2009.07,2009.08,2009.09,2009.10,2009.11,2009.12,2010.01,2010.02,2010.03,2010.04,2010.05,2010.06,2010.07,2010.08,2010.09,2010.10,2010.11,2010.12,2011.01,2011.02,2011.03,2011.04,2011.05,2011.06,2011.07,2011.08,2011.09,2011.10,2011.11,2011.12,2012.01,2012.02,2012.03,2012.04,2012.05,2012.06,2012.07,2012.08,2012.09,2012.10,2012.11,2012.12,2013.01,2013.02,2013.03,2013.04,2013.05,2013.06,2013.07,2013.08,2013.09,2013.10,2013.11,2013.12,2014.01,2014.02,2014.03,2014.04,2014.05,2014.06,2014.07,2014.08,2014.09,2014.10,2014.11,2014.12,2015.01,2015.02,2015.03,2015.04,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.10,2023.11,2023.12,2024.01,2024.02,2024.03,2024.04,2024.05,2024.06,2024.07,2024.08,2024.09,2024.10,2024.11,2024.12,2025.01,2025.02,2025.03,2025.04,2025.05,2025.06,2025.07,2025.08,2025.09,2025.10,2025.11 p),2025.12 p)
재별 및 상품군별,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수,불변지수
총지수,44.1,37.3,41.1,44.3,40.6,39.9,41.6,38.3,42.3,44.3,43.7,49.9,46.6,43.6,46.1,48.9,46.8,44.9,46.1,42.0,46.4,49.5,48.4,53.0,46.8,45.3,48.3,51.6,50.2,47.1,49.8,45.9,49.8,50.4,48.3,48.1,40.7,37.4,41.7,41.7,40.6,38.8,39.0,37.3,40.6,42.4,42.5,44.6,42.9,41.4,45.0,45.7,45.6,44.5,46.5,44.1,48.3,50.8,50.8,53.6,50.6,49.1,52.2,53.2,54.8,51.9,53.9,50.6,52.8,53.4,54.3,54.9,54.4,49.1,55.1,55.9,57.9,55.3,55.7,53.4,59.9,58.4,60.7,62.5,59.6,58.0,63.7,63.4,64.0,59.9,61.9,60.7,64.1,64.8,64.6,65.2,64.3,54.9,60.4,60.0,61.9,58.0,59.1,57.1,62.1,62.5,62.5,63.5,63.2,56.7,60.6,60.7,61.7,60.5,59.9,56.5,63.1,62.4,62.9,65.9,60.9,59.2,63.7,62.4,63.7,62.6,61.8,59.9,63.9,65.1,67.7,73.6,67.4,59.8,66.1,65.4,67.2,65.8,61.4,62.4,67.3,67.7,69.7,74.9,67.6,66.1,70.3,67.9,70.9,68.4,67.0,66.1,71.8,72.3,72.7,75.4,71.2,68.4,73.5,72.3,73.3,67.9,69.8,67.7,70.5,69.9,69.4,71.8,69.1,64.5,69.9,69.2,74.6,73.1,70.6,67.9,75.3,76.9,76.2,81.0,73.3,72.1,76.0,74.6,77.7,76.2,77.3,74.3,79.3,80.3,81.3,84.2,81.3,71.5,80.2,79.3,82.9,80.9,80.6,78.0,81.9,83.0,82.9,86.5,83.1,75.6,81.2,79.6,85.2,82.1,83.7,79.2,84.4,84.3,86.3,88.4,80.8,76.9,82.9,81.4,85.6,82.5,84.4,80.7,83.2,86.0,87.4,88.5,85.4,76.8,84.7,81.9,86.9,83.7,85.4,83.2,84.7,86.2,88.5,93.2,83.4,82.3,87.8,87.4,90.9,84.1,86.7,84.7,90.5,94.1,94.1,96.5,88.2,84.7,92.5,90.4,95.0,91.6,90.4,89.3,90.5,96.0,96.6,98.5,91.5,84.3,93.3,92.0,95.3,92.3,92.9,89.7,97.0,95.6,101.8,100.0,93.2,90.1,100.3,97.3,99.9,96.3,98.1,94.7,97.4,100.6,102.9,103.1,97.2,88.4,102.7,98.6,103.2,97.4,97.8,98.7,100.3,102.4,106.6,107.7,100.2,87.6,94.7,96.1,104.3,102.4,98.0,99.4,105.6,101.6,104.4,105.5,100.3,94.8,105.1,104.6,108.1,104.9,106.1,103.6,109.8,110.3,109.4,112.2,105.6,95.1,107.4,105.1,108.7,103.3,103.8,105.6,107.1,108.6,106.9,108.7,101.8,95.7,106.5,103.4,107.8,104.8,101.6,101.3,105.5,104.7,107.5,108.1,100.5,95.6,103.0,100.5,104.6,100.8,100.3,99.7,103.9,103.5,104.7,105.8,100.7,93.9,103.7,100.4,104.4,101.1,102.8,99.3,106.2,103.9,105.5,107.1
