통계표,계정항목,금융기관 유형코드,단위,변환,2003-01-01,2003-02-01,2003-03-01,2003-04-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01,2025-04-01,2025-05-01,2025-06-01,2025-07-01,2025-08-01,2025-09-01,2025-10-01,2025-11-01
7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,"187,414","174,127","190,080","187,297","192,144","184,443","188,869","177,223","176,337","179,700","164,438","194,169","168,904","163,131","190,073","185,358","192,363","193,552","198,771","201,917","182,827","189,846","201,544","203,383","198,073","182,706","217,760","211,320","230,727","223,287","221,572","248,212","226,025","230,646","236,263","241,837","244,575","227,727","255,718","239,141","275,301","266,407","267,490","286,527","263,909","271,347","266,580","264,932","287,232","243,567","268,064","273,787","299,831","278,762","308,296","309,384","270,098","321,247","302,120","310,086","320,452","290,531","324,227","345,965","346,150","345,232","377,775","351,641","358,360","364,566","336,327","386,178","349,171","337,016","396,240","388,690","391,203","421,693","429,772","445,572","432,742","410,971","421,593","455,423","423,019","400,689","481,492","465,289","483,938","491,055","506,421","527,604","490,923","492,224","524,084","528,081","501,833","451,940","536,010","525,894","572,255","556,630","561,603","609,728","560,876","570,993","567,081","578,399","569,830","546,491","592,957","604,757","655,925","621,689","669,210","662,984","628,401","653,655","633,815","639,812","637,261","569,808","640,099","667,818","702,627","672,600","735,346","723,407","685,924","717,782","683,373","717,615","675,075","629,743","716,743","708,667","749,543","748,524","791,448","771,611","751,457","782,845","741,696","790,101","740,954","672,067","787,953","789,103","831,908","816,240","873,867","882,592","840,796","866,067","843,153","873,748","803,769","751,400","858,208","852,277","921,357","902,387","926,365","954,928","892,803","938,989","920,010","941,176","907,422","843,492","970,652","958,721","1,045,752","1,014,725","1,052,218","1,064,869","1,046,914","1,012,515","1,020,223","1,027,173","1,029,155","903,159","1,050,166","1,072,722","1,136,169","1,109,461","1,177,297","1,173,025","1,101,236","1,172,257","1,132,541","1,151,567","1,163,666","1,041,821","1,183,273","1,214,191","1,284,292","1,229,426","1,311,804","1,306,008","1,230,033","1,312,020","1,267,028","1,306,396","1,235,277","1,103,517","1,124,803","1,129,783","1,226,171","1,240,145","1,254,766","1,243,776","1,188,972","1,221,568","1,222,007","1,160,358","1,106,800","1,065,659","1,268,493","1,262,666","1,315,494","1,318,726","1,334,263","1,327,038","1,289,028","1,352,100","1,366,556","1,339,269","1,282,362","1,152,063","1,335,121","1,378,369","1,500,236","1,443,682","1,486,379","1,518,932","1,426,030","1,506,483","1,455,878","1,450,646","1,391,410","1,321,301","1,516,784","1,488,059","1,599,371","1,565,357","1,587,250","1,609,425","1,536,135","1,602,694","1,537,236","1,530,314","1,529,028","1,402,698","1,548,923","1,599,950","1,638,305","1,589,083","1,647,629","1,648,615","1,574,386","1,639,489","1,576,079","1,607,773","1,509,817","1,406,665","1,605,513","1,598,795","1,656,086","1,650,340","1,690,270","1,655,590","1,665,830","1,625,251","1,613,921"
